chu_lemma|orv_lemma|pos|lcs_lemma|pre_jot|morph_replace|PV2/3|doublet|stem1|stem2|conj_type|noun_verb|loan_place|non_assim|eng_trans|etym_disc|bad_etym|loan_source|clitic|automatched
отрѣшати||V-|otrěšǢti|||||||54|1|||untie, unbind; set free|||||
прѣдъити|прѣдъити|V-|perdъjьti|||||||jьti|1||||||||orv
мимонести||V-|mimonesti|||||mimones|mimones|11|1||||||||
въспомѧнѫти|въспомянути|V-|vъspomęnǫti|||||||22|1||||dict. p.477 gives forms with ě and with ę; we have no reason to expect the nasals to be confused only in this word so we must assume doublets existed||||orv
прѣгрѣшениѥ|прѣгрѣшение|Nb|pergrěšenьje|||||||nt_jo|2||||||||orv
кꙑи|кыи|Px|kъjь|||||||kъjь|2|||which, what kind of|See Diels 1963 p.211||||orv
тѧжатель||Nb|tęžǢteĺь|tęžǢteljь||||||masc_tel|2|||worker|||||
тъщь|тъщии|A-|tъščь|||||||adj_soft|2|||empty, useless, good-for-nothing|Vasmer gives cognates Pol. czczy 'empty, hollow' < OPol. tszczy, Belar.. тчшы, and sees in this word the same root as in Ru. тоска < *tъska, so our *šč is justified||||orv
пробити|пробити|V-|probiti|||||probi|probьj|17|1||||||||orv
бещьстьнъ||A-|beščьstьnъ|||||||adj_hard|2|||dishonoured, disgraced, in disgrace|pre-PV1 *beskьst- > *beščьst- (ordinarily *kьstь > čьstь (чьсть)) ||||
оубиꙗти||V-|ubьjǢti|||||||54|1||||||||
посрамлꙗти||V-|posormĺǢti|posormjǢti||||||54|1||||||||
послѣдь||R-|poslědь||||||||0||||||||
кѫпина|купина|Nb|kǫpina|||||||fem_a|2|||bush|||||orv
крѣпость|крѣпость|Nb|krěpostь|||||||fem_i|2||||||||orv
болѥ||A-|boĺьjь|boljьjь|||||||0||||||||
олокавътомата||Nb|olokavъtomata|||||||fem_a|2|2|W|burnt offerings|||ὁλοκαυτωμάτων||
съмꙑсльно|съмысльно|Df|sъmyslьno||||||||0|||sensibly, judiciously;; spiritually|||||orv
прьвовъзлежениѥ||Nb|pŕ̥vovъzleženьje|||||||nt_jo|2||||||||
поꙗдати||V-|pojǢdati|||||pojǢda|pojǢdaj|54|1|||devour, eat up, wolf down|||||
непьщеваниѥ||Nb|nepъћevanьje|nepъtjevanьje||||||nt_jo|2||||Vasmer reconstructs a root *pъtj, which is supported by his 'др.-польск. niереć «серьезность, опасность»', but this would mean the Old Russian forms adduced (непьщевати, непьщую) would be Church Slavonicisms. The OCS spellings (5/16 with back-jer) aren't a reliable indicator of the original jer, and nor are the Old Russian ones if they are pure literary forms; if OPol. niереć is a direct cognate then this is good evidence for a back-jer, so in the absence of any better evidence I will contradict the dictionary and reconstruct a back jer.|1|||
газофилакии||Nb|gazofilaḱijь|||||||masc_jo_foreign|2|2|W|қазына|||γαζοφυλακίον||
газофилакиꙗ||Nb|gazofilaḱijǢ|||||||fem_ja|2|2|W|қазына|||γαζοφυλακίον||
оубогъ|убогыи|A-|ubogъ|||||||adj_hard|2|||wretched, very poor; lowly, unworthy|||||orv
лепта||Nb|lepъta|||||||fem_a|2|2|W|some kind of coin|The Gk. nt pl. ends in -a so the translators, because this word only occurs as a dual (Gk pl.), have just borrowed it as a fem. a-stem||λεπτὸν||
лишениѥ|лишение|Nb|lišenьje|||||||nt_jo|2|||privation|||||orv
каковъ||A-|kakovъ|||||||adj_hard|2||||||||
мѧтежь|мятежь|Nb|mętežь|||||||masc_jo|2|||worry, agitation, disquiet; rebellion|||||orv
сънѧтиѥ|сънятие|Nb|sъnętьje|||||||nt_jo|2||||||||orv
воѥвода|воевода|Nb|vojevoda|||||||masc_a|2|||warlord, chieftain, ruler|||||orv
пооучати|поучати|V-|poučǢti|||||||54|1|||doing a bit of the old teaching|||||orv
овъде||Df|ovъde||||||||0|||there (opposite of sь-de)|||||
помрачити|помрачити|V-|pomorčiti|||||||40|1|||darken|||||orv
подвижати||V-|podvižǢti|||||||31|1|||(refl.) shift, move|||||
навꙑкнѫти|навыкнути|V-|navyknǫti|||||||21|1||||||||orv
вратьникъ|воротьникъ|Nb|vortьnikъ|||||||masc_o|2||||||||orv
кокотоглашениѥ||Nb|kokotogolšenьje|||||||nt_jo|2|||crowing, rooster-calling|||||
хризма||Nb|xrizma|||||||fem_a|2|2||myrrh, ointment|||χρῖσμα ||
нардьнъ||A-|narъdьnъ|||||||adj_hard|2|2|W||||νάρδου||
пистикиꙗ||Nb|pistiḱijǢ|||||||fem_ja|2|2|W|pure[ness?]|||πιστικῆς||
хризмьнъ||A-|xrizmьnъ|||||||adj_hard|2|2||myrrh, ointment|||χρῖσμα ||
съдѣлати|съдѣлати|V-|sъdělati|||||||54|1|||carry out, complete, do|||||orv
похризмити||V-|poxrizmiti|||||||40|1|2||smear with ointment, apply myrrh|||χρῖσμα ||
възрадовати|възрадовати|V-|vъzradovati|||||||61|1||||||||orv
жрьти||V-|žŕ̥ti|||||||rti|1|||devour, verschlingen, wolf down|||||
скѫдьльникъ||Nb|skǫdьlьnikъ||||skǫdelьnikъ|||masc_o|2|3||ceramic vessel; potter|From Vasmer: Заимств. из лат., причем следует иметь в виду преобразование лат. scandula «дранка, shingle» по суф. -ella (ср. энгадинск. sk᾽аndеllа «дранка» (М.-Любке 634)); ср. Мейе, ét. 185; Мi. ЕW 301 и сл. Из близкого источника (лат. scindula) происходит д.-в.-н. scindula «дранка» (Клюге-Гётце 519) [Сюда же словен. skodela «миска», сербохорв. здȅла — то же. Уточнения относительно этимологии см. Трубачев, Ремесл. терминология, М., 1966, стр. 285 и сл. — Т.] The dictionary (p.608)'s positing of the front-jer as the original form is highly questionable if the derivation from Latin is correct.||||
обитѣль||Nb|obvitělь|||||||fem_i|2|||housing, accommodation, dwelling|||||
горьница|горьница|Nb|gorьnika|||gorьnica||||fem_a_PV3|2|||cenacle (???), upstairs room,  (some weird slavic architectural thing)|||||orv
разбѣгнѫти|розбѣгнути|V-|orzběgnǫti|||||||21|1||||||||orv
авва||Nb|avъva||||||||0|5|W|Aramaic for 'father'|||Ἀββᾶ < Aramaic  אבא‎/ܐܒܐ‎ (abbā)||
тѧготьнъ||A-|tęgotьnъ|||||||adj_hard|2|||made heavy/burdensome|||||
третиици||Df|tretьjiki||tretьjikě|tretьjici|||||0|||for the third time|my etymology is: root *tretьj- + *ika + locative > *-ikě + PV3|1|||
съхраньно||Df|sъxornьno||||||||0|||safely|||||
грѣꙗти||V-|grějǢti|||||||53|1|||warm up, heat up (oft. refl.)|||||
свѣща|свѣща|Nb|sveћǢ|světjǢ||||||fem_ja|2||||||||orv
лъжесъвѣдѣтельствовати||V-|lъžesъvěděteĺьstvovati|lъžesъvěděteljьstvovati||||||61|1||||||||
рѫкотворѥнъ||A-|rǫkotvoŕenъ|rǫkotvorjenъ||||||adj_hard|2||||||||
нерѫкотворѥнъ|нерукотвореныи|A-|nerǫkotvoŕenъ|nerǫkotvorjenъ||||||adj_hard|2||||||||orv
пльвати|пльвати|V-|pĺьvati|||||||52_abl|1||||||||orv
прикрꙑвати|прикрывати|V-|prikryvati|||||||54|1||||||||orv
низоу||Df|nizu||||||||0||||||||
прѣдъдвориѥ||Nb|perdъdvorьje|||||||nt_jo|2|||front [court]yard|||||
галилеꙗнинъ||Nb|galilejǢninъ||||galilějǢninъ|||masc_anin|2|25|W|Galilean|||Γαλιλαι̃ος||
ковьникъ||Nb|kovьnikъ|||||||masc_o|2|||conspirator|||||
ковъ|ковъ|Nb|kovъ|||||||masc_o|2|||conspiracy, plot, dastardly plan|||||orv
поманѫти||V-|pomanǫti|||||||22|1|||incite; beckon|||||
преторъ||Nb|pretorъ||||prětorъ|||masc_o|2|23|||||πραιτώριον < Latin praetōrium||
прапрѫдъ||Nb|praprǫdъ||||perprǫdъ|||masc_o|2|||expensive purple cloth (sign of being a Roman Emperor)|Vasmer links it with the 'spin' root in *pręd-ti; Wiktionary's derivation straight from the Greek πορφυροῦν would appear to be a load of total bollocks, but the first syllable borrowed into CS as *porp- may have had an influence||||
трьновъ|тьрновыи|A-|tŕ̥novъ|||||||adj_hard|2|||of thorns|||||orv
прѣгꙑбати||V-|pergybati|||||||54|1||||||||
кѵринѣнинъ||Ne|ḱüriněninъ|||||||masc_anin|2|2|W|||1|Κυρηναῖον||
алеѯандровъ||A-|aleksandrovъ|||||||adj_hard|2|2|W||||Ἀλεξάνδρου||
роуфовъ||A-|rufovъ|||||||adj_hard|2|23|W||||Ῥούφου||
оцьтьнъ||A-|okьtьnъ|||||||adj_hard|2|3|||||Latin acetum, probably via Gothic akeit||
безаконьникъ|безаконьникъ|Nb|bezakonьnikъ|||||||masc_o|2|||law-breaker, criminal|||||orv
причисти|причисти|V-|pričisti|||||||ьt|1||||||||orv
али|али|C-|ali||||||||0||||||||orv
сънѧти|съняти|V-|sъnęti|||||sъnьm|sъnьm|12|1||||||||orv
издъхнѫти|издъхнути|V-|jьzdъxnǫti|||||||21|1||||||||orv
опона|опона|Nb|opona|||||||fem_a|2|||curtain, veil|||||orv
вꙑше|выше|Df|vyše||||||||0||||||||orv
низъ|низъ|Df|nizъ||||||||0||||||||orv
иосиовъ||A-|ijosijovъ|||||||adj_hard|2|25|W||||Ἰωσῆ||
саломи||Ne|salomi||||||||0|25|W||||Σαλώμη < שלומית .||
благообразьнъ||A-|bolgoobrazьnъ|||||||adj_hard|2|||highly esteemed, noble, well-regarded|||||
съвѣтьникъ|съвѣтьникъ|Nb|sъvětьnikъ|||||||masc_o|2|||advisor, council member|||||orv
дрьзнѫти|дьрзнути|V-|dŕ̥znǫti|||||||21|1|||wagen|||||orv
кенътоурионъ||Nb|ḱenъtürijonъ|||||||masc_o|2|23|W||||κεντυρίωνος < centuriō||
привалити|привалити|V-|privaliti|||||||40|1||||||||orv
ароматъ|ароматъ|Nb|aromatъ|||||||masc_o|2|2|||||ἀρώματα  ||orv
заоутра|заутра|Df|zautra||||||||0|||in the morning|the one заоустра attestation in Psal might have the missing /s/ in it from *austr- (cognate Gmc. East)||||orv
иде||Dq|jьde||||||||0|||където; genuinely, really, after all, ведь|||||
трепетъ|трепетъ|Nb|trepetъ|||||||masc_o|2|||trembling, quivering [fear]|||||orv
послѣдьствовати|послѣдьствовати|V-|poslědьstvovati|||||||61|1||||||||orv
врѣдити|врѣдити|V-|verditi|||||||40|1||||||||orv
вьсѫдѣ|вьсюдѣ|Df|vьxǫdě|||vьśǫdě|||||0||||||||orv
поспѣшьствовати|поспѣшьствовати|V-|pospěšьstvovati|||||||61|1||||||||orv
оутврьждати|утвьржати|V-|utvŕ̥ђǢti|utvŕ̥djǢti||||||54|1||||||||orv
чинити|чинити|V-|činiti|||||||40|1||||||||orv
повѣсть|повѣсть|Nb|pověstь|||||||fem_i|2||||||||orv
извѣстовати|извѣстовати|V-|jьzvěstovati|||||||61|1||||||||orv
самовидьць|самовидьць|Nb|samovidьkь||samovidьkъ|samovidьcь||||masc_o_PV3|2|||eye-witness|||||orv
испрьва|испьрва|Df|jьspŕ̥va||||||||0|||from the beginning|||||orv
славьнъ|славьныи|A-|slavьnъ|||||||adj_hard|2||||||||orv
ѳеофилъ||Ne|tejofilъ|||||||masc_o|2|2|W||||Θεόφιλος||
оутврьждениѥ|утвьржение|Nb|utvŕ̥ђenьje|utvŕ̥djenьje||||||nt_jo|2||||||||orv
ефимериꙗ||Nb|efiměrijǢ||||efimerijǢ|||fem_ja|2|2|W|order (чрѣда)|||ἐφημερία||
авиань||A-|avijǢńь|avijǢnjь||||||adj_soft|2|25|W||||Ἀβιά||
аронь|аронь|A-|arońь|aronjь||||||adj_soft|2|25|W||||Ἀαρών||orv
елисаветь||Ne|jelisavetь|||||||fem_i|2|25|W||||Ἐλισάβετ < אֱלִישָׁבַע .||
оправьданиѥ||Nb|opravьdanьje|||||||nt_jo|2||||||||
порокъ|порокъ|Nb|porokъ|||||||masc_o|2|||vice, blemish, fault|||||orv
неплодꙑ|неплоды|Nb|neplody|||||||fem_uu|2|||barren woman|||||orv
заматорѣти||V-|zamatorěti||||zamaterěti|||32|1|||get old||1|||
чрѣда|череда|Nb|čerda|||||||fem_a|2||||||||orv
иѥреискъ|иереискыи|A-|ijerejьskъ|||||||adj_hard|2|2|W||||ῐ̔ερεύς ||orv
покадити|покадити|V-|pokaditi|||||||40|1|||burn incense|||||orv
годъ|годъ|Nb|godъ|||||||masc_o|2||||||||orv
тьмиꙗнъ|тьмиянъ|Nb|tьmьjǢnъ|||||||masc_o|2|2|W|incense|||θυμιάμα||orv
кадильнъ||A-|kadidlьnъ|||||||adj_hard|2|||incense-, for incense|||||
веселиѥ|веселие|Nb|veselьje|||||||nt_jo|2||||||||orv
сикера||Nb|siḱera|||||||fem_a|2|2|W|kvass, alcoholic drink|||σίκερα||
илиинъ||A-|ilijinъ|||||||adj_hard|2|25|W|of Elijah|||Ἠλίου||
гавриилъ||Ne|gavrijilъ|||||||masc_o|2|25|W||||Γαβριὴλ||
прѣстоꙗти|перестояти|V-|perstojǢti|||||||31|1||||||||orv
благовѣстити|благовѣстити|V-|bolgověstiti|||||||40|1|||tell the good news to|||||orv
жьдати|жьдати|V-|žьdati|||||||51_abl|1||||||||orv
помавати|помавати|V-|pomavati|||||||54|1|||making signs at, gesturing towards|||||orv
зачѧти|зачати|V-|začęti|||||začę|začьn|12|1||||||||orv
таꙗти|таяти|V-|tajǢti|||||||53|1||||||||orv
поношениѥ|поношение|Nb|ponošenьje|||||||nt_jo|2||||||||orv
обрѫчити|обручити|V-|obrǫčiti|||||||40|1||||||||orv
благодатьнъ|благодатьныи|A-|bolgodatьnъ|||||||adj_hard|2|||godsent, god-given, imbued with divine grace|||||orv
каковъ||Pi|kakovъ|||||||adj_hard|2||||||||
благодать|благодать|Nb|bolgodatь|||||||fem_i|2|||divine grace|||||orv
въцѣсарити|въцѣсарити|V-|vъkěsariti||||vъcěsariti|||40|1|13||(refl.) ascend to the throne, take power|||Goth. kaisar < Latin caesar||orv
иде||Df|jьde||||||||0||||||||
наити|наити|V-|najьti|||||||jьti|1||||||||orv
осѣнити|осѣнити|V-|osěniti|||||||40|1|||overshadow, cover over from above|||||orv
ѫжика|ужика|Nb|ǫžika|||||||fem_a|2|||relative|||||orv
старость|старость|Nb|starostь|||||||fem_i|2|||old age|||||orv
изнемощи|изнемощи|V-|jьznemoћi|jьznemogti||||jьznemog|jьznemog|11|1||||||||orv
раба|раба|Nb|orba|||||||fem_a|2|||female slave/servant|||||orv
июдовъ|июдовъ|A-|ijudovъ|||||||adj_hard|2|25|W|of Juda|||Ἰούδα||orv
захариинъ||A-|zaxarijinъ|||||||adj_hard|2|25|W|Zacharias'|||Ζαχαρία||
възиграти|възиграти|V-|vъzigrati|||||||54|1||||||||orv
ѫтроба|утроба|Nb|ǫtroba|||||||fem_a|2|||womb|||||orv
радоща||Nb|radošћǢ|radostjǢ||||||fem_ja|2||||I always thought Ukr. радощі was borrowed Polish radości, but maybe it is native; we still don't know if it's *radoščǢ or *radošћǢ though|1|||
съврьшениѥ|съвьршение|Nb|sъvŕ̥šenьje|||||||nt_jo|2||||||||orv
величити|величити|V-|veličiti|||||||40|1||||||||orv
съмѣрѥниѥ|съмѣрение|Nb|sъměŕenьje|sъměrjenьje||||||nt_jo|2||||||||orv
блажити|блажити|V-|bolžiti|||||||40|1||||||||orv
величиѥ|величие|Nb|veličьje|||||||nt_jo|2||||||||orv
сильнъ|сильныи|A-|silьnъ|||||||adj_hard|2||||||||orv
мꙑшьца|мышьца|Nb|myšьka|||myšьca||||fem_a_PV3|2|||shoulder; arm; muscle|||||orv
гръдъ|гърдыи|A-|gr̥dъ|||||||adj_hard|2||||||||orv
низъложити|низъложити|V-|nizъložiti|||||||40|1||||||||orv
богатити|богатити|V-|bogatiti|||||||40|1||||||||orv
възвеличити|възвеличити|V-|vъzveličiti|||||||40|1||||||||orv
осмъ||Mo|osmъ|||||||adj_hard_ord|2||||||||
обрѣзати#1||V-|obrězati|||||||52|1|||circumcise|||||
дъщица|дъщица|Nb|dъščika|||dъščica||||fem_a_PV3|2|||tablet|||||orv
повѣдати|повѣдати|V-|povědati|||||||54|1|||opowiadać|||||orv
рогъ|рогъ|Nb|rogъ|||||||masc_o|2|||horn|||||orv
прѣподобиѥ|прѣподобие|Nb|perpodobьje|||||||nt_jo|2||||||||orv
милосрьдиѥ|милосьрдие|Nb|milosŕ̥dьje|||||||nt_jo|2||||||||orv
направити|направити|V-|napraviti|||||||40|1||||||||orv
мирьнъ|мирьныи|A-|mirьnъ|||||||adj_hard|2||||||||orv
крѣпити|крѣпити|V-|krěpiti|||||||40|1||||||||orv
авгостъ||Ne|avъgustъ|||||||masc_o|2|3|W||||augustus||
оуселѥнаꙗ||Nb|usedĺenъ|usedljenъ||||||long_adj_noun|2||||||||
сѵриꙗ||Ne|sürijǢ|||||||fem_ja|2|25|W|Syria|||Συρία||
кѵринии||Ne|ḱürinijь|||||||masc_jo|2|2|W||||Κυρήνιος||
назаретьскъ||A-|nazaretьskъ|||||||adj_hard|2|25|W||||Ναζαρέθ||
витьлеемъ||Ne|vitьlejemъ|||||||masc_o|2|25|W||||Βηθλεέμ||
прьвѣньць|пьрвѣньць|Nb|pŕ̥věnьkь||pŕ̥věnьkъ|pŕ̥věnьcь||||masc_o_PV3|2|||firstborn|||||orv
повити|повити|V-|poviti|||||||17|1|||wrap|||||orv
ꙗсли||Nb|jǢslь|||||||fem_i|2|||trough, manger|clearly contains the *jǢd- root of 'eat'; Vasmer posits a stage **ēdsli, but no idea what the *sli bit means/where it's from||||
благовѣщати||V-|bolgověšћǢti|bolgověstjǢti||||||54|1||||||||
хвалити|хвалити|V-|xvaliti|||||||40|1||||||||orv
благоволѥниѥ|благоволение|Nb|bolgovoĺenьje|bolgovoljenьje||||||nt_jo|2||||||||orv
подвигнѫти|подвигнути|V-|podvignǫti|||||||21|1||||||||orv
сълагати|сълагати|V-|sъlagati|||||||54|1|||store away, put together|||||orv
