chu_lemma|orv_lemma|pos|count|lcs_lemma|pre_jot|morph_replace|PV2/3|doublet|stem1|stem2|conj_type|noun_verb|loan_place|non_assim|eng_trans|etym_disc|bad_etym|loan_source|clitic|automatched|chrabr|euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|bitflag
ѩзꙑчьнъ||A-|2|języčьnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
покоинъ||A-|2|pokojьnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
оумастити||V-|2|umastiti|||||||40|1|||annointed, oiled up with scented oils|the root is the noun масть which has cognate in Pol. maść, Bg. маст, Cz. mast, Ukr. масть (Vasmer)||||0|||||psal-sin_sentence_removed|||||16
незълобивъ||A-|2|nezъlobivъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
приплести||V-|2|priplesti|||||priplet|priplet|11|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
тѧжити||V-|2|tęžiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||vit-meth_4_removed||144
въселѥниѥ||Nb|2|vъsedĺenьje|vъsedljenьje||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
помазаниѥ||Nb|2|pomazanьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
зълобовати||V-|2|zъlobovati|||||||61|1||||||||0|||||psal-sin_sentence_removed|||||16
въплъчити||V-|2|vъpl̥čiti|||||||40|1|1|||Derksen p.424 says the pl̥k- root is ‘Probably a borrowing from Germanic’, i.e. ‘folk’||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
въскликновениѥ||Nb|2|vъskliknovenьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
овьнь||A-|2|ovьńь|ovьnjь||||||adj_soft|2|||ram’s|||||0|||||psal-sin_sentence_removed|||||16
растръгати||V-|2|orstr̥gati|||||||54|1||||||||0|||||psal-sin_sentence_removed|||||16
ниже||C-|2|niže||||||||0||||||||0|||||psal-sin_sentence_removed|||||16
отѧготѣти||V-|2|otęgotěti|||||||32|1||||||||0|||||psal-sin_sentence_removed|||||16
трьнъ||Nb|2|tŕ̥nъ|||||||masc_o|2||||||||0|||||psal-sin_sentence_removed||vit-const|||80
челюсть||Nb|2|čeĺustь|čeljustь||||||fem_i|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
въстѧгнѫти||V-|2|vъstęgnǫti|||||||21|1||||||||0|||||psal-sin_sentence_removed||vit-const|||80
мъножьствиѥ||Nb|2|mъnožьstvьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
оплъчити||V-|2|opl̥čiti|||||||40|1|1|||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
пльзъкъ||A-|2|pĺ̥zъkъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
ашоуть||Df|2|ašutь||||||||0||||||||0|||||psal-sin_sentence_removed|||||16
FIXME||V-|2|||||||||99||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
населити||V-|2|nasedliti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
законопрѣстѫплѥниѥ||Nb|2|zakonoperstǫpĺenьje|zakonoperstǫpjenьje||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
поскрьжьтати||V-|2|poskrьžьtati|||||||52|1||||||||0|||||psal-sin_sentence_removed|||||16
правота||Nb|2|pravota|||||||fem_a|2||||||||0|||||psal-sin_sentence_removed|||||16
въспоминаниѥ||Nb|2|vъspominanьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
прѣвъзити||V-|2|pervъzjьti|||||||jьti|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
мѫтити||V-|2|mǫtiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
соуи||A-|2|sujь|||||||adj_soft|2|||in vain|See Derksen p.474||||0|||||psal-sin_sentence_removed||||zogr_complete|272
лъжьнъ||A-|2|lъžьnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
расѣꙗти||V-|2|orssějǢti|||||||53|1||||||||0|||||psal-sin_sentence_removed|||vit-meth_4_removed||144
прѣврѣдити||V-|2|perverditi|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
оумрьщвлꙗти||V-|2|umŕ̥ћvĺǢti|umŕ̥tvjǢti||||||54|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
варь||Nb|2|varь|||||||fem_i|2|2|||||βᾶρις||0|||||psal-sin_sentence_removed|||||16
позлатити||V-|2|pozoltiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
прѣлагати||V-|2|perlagati|||||||54|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
въшоумѣти||V-|2|vъšuměti|||||||32|1||||||||0|||||psal-sin_sentence_removed|||||16
таръсисьскъ||A-|2|tarъsisьskъ|||||||adj_hard|2|25|W||||Θαρσεὶς < 𐤕𐤓𐤔𐤔||0|||||psal-sin_sentence_removed|||||16
гананиѥ||Nb|2|gananьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
разбогатѣти||V-|2|orzbogatěti|||||||32|1||||||||0|||||psal-sin_sentence_removed|||||16
дѫбравьнъ||A-|2|dǫbravьnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|||||16
козьль||A-|2|kozьĺь|kozьljь||||||adj_soft|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
клеветати||V-|2|klevetati|||||||52|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
бритва||Nb|2|britva|||||||fem_a|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
сътѫжаниѥ||Nb|2|sъtǫžǢnьje|||||||nt_jo|2|||oppression, persecution|||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
иномꙑшлѥниѥ||Nb|2|jьnomyšĺenьje|jьnomysljenьje||||||nt_jo|2|||unanimity, the state of agreeing about everything, (Brenton: in concord)|||||0|||||psal-sin_sentence_removed|||||16
прѣполовити||V-|2|perpoloviti|||||||40|1|||live out half of|||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
въспопльзениѥ||Nb|2|vъspopĺ̥zenьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
истьлити||V-|2|jьstьliti|||||||40|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
обавати||V-|2|obavati|||||||54|1||||||||0|||||psal-sin_sentence_removed|||||16
истаꙗти||V-|2|jьstajǢti|||||||54|1||||||||0|||||psal-sin_sentence_removed|||||16
поръпътати||V-|2|porъpъtati|||||||52|1||||||||0|||||psal-sin_sentence_removed|||||16
сикима||Ne|2|siḱima|||||||fem_a|2|25|W||||Σίκιμα||0|||||psal-sin_sentence_removed|||||16
размѣрити||V-|2|orzměriti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
галаадъ||Ne|2|galaadъ|||||||masc_o|2|25|W||||Γαλαάδ||0|||||psal-sin_sentence_removed|||||16
идитоумъ||Ne|2|iditumъ|||||||masc_o|2|25|W||||Ἰδιθούν||0|||||psal-sin_sentence_removed|||||16
въздринѫти||V-|2|vъzrinǫti|||||||22|1||||||||0|||||psal-sin_sentence_removed|||||16
идоумѣискъ||A-|2|idumějьskъ|||||||adj_hard|2|25|W||||Ἰδουμαία||0|||||psal-sin_sentence_removed|||||16
оутрьнѫти||V-|2|utŕ̥pnǫti|||||||21|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
оупоити||V-|2|upojiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
бразда||Nb|2|borzda|||||||fem_a|2||||||||0|||||psal-sin_sentence_removed|||vit-meth_4_removed||144
позьрѣти||V-|2|pozьrěti|||||||31|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
соломоунъ||Ne|2|solomunъ|||||||masc_o|2|25|W||||||0|||||psal-sin_sentence_removed|||||16
покръвитель||Nb|2|pokrъviteĺь|pokrъviteljь||||||masc_tel|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
ѥлико||Dq|2|jeliko||||||||0||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
моуринъ||Nb|2|murinъ|||||||masc_o_in|2||||||||0|||||psal-sin_sentence_removed|||||16
аравьскъ||A-|2|aravьskъ|||||||adj_hard|2|25|||||||0|||||psal-sin_sentence_removed|||||16
прѣвъзнести||V-|2|pervъznesti|||||pervъznes|pervъznes|11|1||||||||0|||||psal-sin_sentence_removed|||||16
свѧтꙑньнъ||A-|2|svętyńьnъ|svętynjьnъ||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
асѵрии||Ne|2|asürijь|||||||masc_jo|2|2|W||||Ἀσσύριος||0|||||psal-sin_sentence_removed|||||16
помѣжити||V-|2|poměziti|||||||40|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
ефремовъ||A-|2|efremovъ|||||||adj_hard|2|25|W||||Ἐφραίμ||0|||||psal-sin_sentence_removed|||||16
танеосъ||Ne|2|taneosъ|||||||masc_o|2|25|W||||Τάνεως||0|||||psal-sin_sentence_removed|||||16
западьнъ||A-|2|zapadьnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
перьнатъ||A-|2|perьnatъ|||||||adj_hard|2||||unless *-ьnatъ is a well-established adjectival suffix, the nature of the jer is uncertain: Polish ‘piernat’ (apparently an old type of mattress) without /e/ > /o/ would point to front jer, but neither Polish nor Czech have the expected soft /r’/ reflex (due to assimilation to the hard /n/?)|1|||0|||||psal-sin_sentence_removed|||||16
станъ||Nb|2|stanъ|||||||masc_o|2||||||||0|||||psal-sin_sentence_removed|||||16
жаба||Nb|2|žǢba|||||||fem_a|2||||||||0|||||psal-sin_sentence_removed|||||16
чрьница||Nb|2|čŕ̥nika|||čŕ̥nica||||fem_a_PV3|2||||||||0|||||psal-sin_sentence_removed|||||16
посъланиѥ||Nb|2|posъlanьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed||||zogr_complete|272
оплакати||V-|2|oplakati|||||||52|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
инорогъ||Nb|2|jьnorogъ|||||||masc_o|2|||unicorn|||||0|||||psal-sin_sentence_removed|||||16
доилица||Nb|2|dojidlika|||dojidlica||||fem_a_PV3|2||||Derksen says it’s a derivative of *dojidlo which would have the *idlo suffix in it, but there’s no West Slavic cognates||||0|||||psal-sin_sentence_removed||vit-const|||80
опоустити||V-|2|opustiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
подрьжати||V-|2|podŕ̥žǢti|||||||31|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
отърасль||Nb|2|otъorslь|||||||fem_i|2||||||||0|||||psal-sin_sentence_removed|||||16
посрѣдѣ||Df|2|poserdě||||||||0||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
въхождениѥ||Nb|2|vъxoђenьje|vъxodjenьje||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
примѣтати||V-|2|primětati|||||||54|1||||Bg. мятам vs Ukr. метати, Pol. miotać suggests that both *metati and *mětati existed in CS ||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
вавѵлонъ||Ne|2|vavülonъ|||||||masc_o|2|25|W||||Βαβυλών||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
отърѣꙗти||V-|2|otъrějǢti|||||||53|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
ловьчь||A-|2|lovьčь|||||||adj_soft|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
мѧтежьнъ||A-|2|mętežьnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
сърѧща||Nb|2|sъręћǢ|sъrętjǢ||||||fem_ja|2||||I think this is a *ręt/*rět root with a nasal-infix like *sěsti etc.|1|||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
маститъ||A-|2|mastitъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|||||16
прогнѣваниѥ||Nb|2|progněvanьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
избивати||V-|2|jьzbivati|||||||54|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
съхнѫти||V-|2|sъxnǫti|||||||21|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
нꙑрище||Nb|2|nyrišče|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
растварꙗти||V-|2|orstvaŕǢti|orstvarjǢti||||||54|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
прѣвꙑспрьнь||A-|2|pervysprьńь|pervysprьnjь||||||adj_soft|1|||||1|||0|||||psal-sin_sentence_removed|||||16
стрькъ||Nb|2|stŕ̥kъ|||||||masc_o|2||||Ru. стерк ‘белый журавль’||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
прѣплавати||V-|2|perplavati|||||||54|1||||||||0|||||psal-sin_sentence_removed||vit-const|||80
въскоурити||V-|2|vъskuriti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
христ(ос)ъ||Nb|2|||||||||99||||||||0|||||psal-sin_sentence_removed|||||16
окови||Nb|2|okovъ|||||||masc_o|2||||||||0|||||psal-sin_sentence_removed|||||16
въскꙑпѣти||V-|2|vъskypěti|||||||31|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
авиронъ||Ne|2|avironъ|||||||masc_o|2|25|||||Ἀβιρών||0|||||psal-sin_sentence_removed|||vit-meth_4_removed||144
велфегоръ||Ne|2|velьfegorъ||||velьfěgorъ|||masc_o|2|25|W||||Βεελφεγώρ||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
сѣчь||Nb|2|sěčь|||||||fem_i|2||||||||0|||||psal-sin_sentence_removed|||||16
ханааньскъ||A-|2|xanaanьskъ|||||||adj_hard|2|25|W||||Χαναάν||0|||||psal-sin_sentence_removed|||||16
пиꙗнъ||A-|2|pьjǢnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
слатина||Nb|2|soltina|||||||fem_a|2||||||||0|||||psal-sin_sentence_removed||vit-const|||80
насѣꙗти||V-|2|nasějǢti|||||||53|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
житьнъ||A-|2|žitьnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
облещи||V-|2|obleћi|oblegti|||||obleg|infix_11|1||||||||0|||||psal-sin_sentence_removed||||zogr_complete|272
дьньница||Nb|2|dьnьnika|||||||fem_a_PV3|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
расъмотрити||V-|2|orssъmotriti|||||||40|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
варъваръ||Nb|2|varъvarъ|||||||masc_o|2|2|||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
отъставити||V-|2|otъstaviti|||||||40|1||||||||0|||||psal-sin_sentence_removed||||zogr_complete|272
пришьльство||Nb|2|prišьdlьstvo|||||||nt_o|2||||||||0|||||psal-sin_sentence_removed|||||16
глоумлѥниѥ||Nb|2|glumĺenьje|glumjenьje||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed||vit-const|||80
прѣстѫпьникъ||Nb|2|perstǫpьnikъ|||||||masc_o|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
направлꙗти||V-|2|napravĺǢti|napravjǢti||||||54|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
въвлѣщи||V-|2|vъvelћi|||||vъvĺ̥k|vъvelk|15|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
клевета||Nb|2|kleveta|||||||fem_a|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
пришьльствовати||V-|2|prišьdlьstvovati|||||||61|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
причѧстиѥ||Nb|2|pričęstьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
чрѣвьнъ||A-|2|červьnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
отъдоити||V-|2|otъdojiti|||||||40|1||||||||0|||||psal-sin_sentence_removed||vit-const|||80
кивотъ||Nb|2|ḱivotъ|||||||masc_o|2|2|W||||κιβωτός||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
брада||Nb|2|borda|||||||fem_a|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
аморѣискъ||A-|2|amorějьskъ||||amorejьskъ|||adj_hard|2|25|||||Ἀμορραίοσ||0|||||psal-sin_sentence_removed|||||16
фараосъ||Nb|2|faraosъ|||||||masc_o|2|25|W||||φαραώ||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
врьбиѥ||Nb|2|vŕ̥bьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
мꙑ||Ps|2|azъ|||||||azъ|2||||||||0|||||psal-sin_sentence_removed|||||16
оплъчати||V-|2|opl̥čǢti|||||||54|1|1|||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
припѧти||V-|2|pripęti|||||pripьn|pripьn|12|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
коньскъ||A-|2|końьskъ|konjьskъ||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
мьгла||Nb|2|mьgla|||||||fem_a|2|||||1|||0|||||psal-sin_sentence_removed|||vit-meth_4_removed||144
голоть||Nb|2|golotь|||||||fem_i|2|||||1|||0|||||psal-sin_sentence_removed|||||16
юнота||Nb|2|junota|||||||fem_a|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
коумвалъ||Nb|2|||||||||99||||||||0|||||psal-sin_sentence_removed|||||16
мѫдровати||V-|2|mǫdrovati|||||||61|1||||||||0||||||supr_y_fixed||||32
томлѥниѥ||Nb|2|tomĺenьje|tomjenьje||||||nt_jo|2||||||||0||||||supr_y_fixed||||32
прѣзорьство||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
оловѣнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
ѫродьнъ||A-|2|ǫrodьnъ|||||||adj_hard|2||||||||0||||||supr_y_fixed||||32
владꙑчица||Nb|2|voldyčika|||voldyčica||||fem_a_PV3|2||||||||0||||||supr_y_fixed||||32
колъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
павьль||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
покропити||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
люблѥникъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
аѵрилиꙗнь||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
сѣчьць||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
?||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
подъстьлати||V-|2|podъstьlati|||||||52_abl|1||||||||0||||||supr_y_fixed||||32
дии||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
влъшьбьнъ||A-|2|vl̥šьbьnъ|||||||adj_hard|2||||||||0||||||supr_y_fixed||||32
дъчи||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
похотѣти||V-|2|poxotěti|||||||will|1||||||||0||||||supr_y_fixed|vit-const|||96
съвъкоуплꙗти|съвъкупляти|V-|2|sъvъkupĺǢti|sъvъkupjǢti||||||54|1|13|||||||1||||||supr_y_fixed||||32
асиискъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
въздрьвьновати||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
различиѥ||Nb|2|orzličьje|||||||nt_jo|2||||||||0||||||supr_y_fixed||||32
оуспѣвати||V-|2|uspěvati|||||||54|1||||||||0||||||supr_y_fixed||||32
диꙗволъ||Ne|2|dijǢvolъ|||||||masc_o|2|2|||There are occasional spellings <дья> even in OCS, and modern forms like Ru. дьявол and Macedonian ѓавол show clearly that the borrowed *dija sequence was probably very early adapted to the native Slavic *dьjǢ, so we should perhaps reconstruct *dьjǢvolъ here instead, but I will keep *dijǢvolъ as a marker of this word's foreign provenance||διάβολος ||0||||||supr_y_fixed|||zogr_complete|288
пригваждати||V-|2|prigvažђati|prigvazdjǢti||||||54|1||||||||0||||||supr_y_fixed||||32
измѣнꙗти||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
длъготрьпѧ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
прижагати||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
досадитель||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
ꙗрити||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
прихаждати||V-|2|prixaђǢti|prixadjǢti||||||54|1||||||||0||||||supr_y_fixed||||32
окрѫгъ||R-|2|okrǫgъ||||||||0||||||||0||||||supr_y_fixed||||32
маѯимиꙗнъ||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
призьваниѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
пожалити||V-|2|požǢliti|||||||40|1||||||||0||||||supr_y_fixed||||32
магистриꙗнъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
