39,<wb>і
7180,<wb>вьсѣдъ
68,<wb>на
4919,<wb>осьлѧ
39,<wb>і
3701,<wb>жрѣбѧ
4919 52 85,<wb>осьлѧ|ті|но
62,<wb>не
1287,<wb>імаші
178,<wb>лі
3843,<wb>очію
5273,<wb>своею
7290 482,<wb>прорече|нааго
1176 7462,<wb>сьвѣ|дѣтелѣ
3106,<wb>нѣсі
178,<wb>лі
295,<wb>еже
6706 1637,<wb>проріца|емо
379 137,<wb>слъіша|лъ
176,<wb>то
71,<wb>же
4037,<wb>прѣді
6745,<wb>стоѧште
1980,<wb>відіші
327,<wb>нѣ
178,<wb>лі
2199,<wb>коупно
75,<wb>съ
2467,<wb>словесъі
1043,<wb>дѣло
3116 93,<wb>прішъ|ло
176,<wb>то
327,<wb>нѣ
178,<wb>лі
7632,<wb>кротъкъ
327,<wb>нѣ
178,<wb>лі
750 79 10,<wb>правь|де|н
327,<wb>нѣ
178,<wb>лі
3488 24,<wb>съпаса|ѧ
327,<wb>нѣ
178,<wb>лі
264 137,<wb>вьсѣ|лъ
68,<wb>на
4919,<wb>осьлѧ
122,<wb>ні
178,<wb>лі
68 2183,<wb>на|нѣмь
2847,<wb>ѧзъіці
4060 93,<wb>свѣт|ло
688,<wb>міръ
1111 304,<wb>проповѣда|ѭтъ
62,<wb>не
1473 2222,<wb>пріно|сѧтъ
178,<wb>лі
144,<wb>емоу
4841,<wb>хвалъі
1907,<wb>дѣті
1666 683,<wb>стар|чъ
1428,<wb>оумъ
414 6406,<wb>імѣ|ѭштъ
1907,<wb>дѣті
1643,<wb>хвалѫ
1473 2222,<wb>пріно|сѧтъ
105,<wb>да
429,<wb>вьсе
171 838 243 11,<wb>за|ско|пі|е
157 91,<wb>тъ|ште
442,<wb>слово
4559,<wb>покажетъ
3436,<wb>непріѣзні
2533,<wb>елма
112,<wb>бо
128 106 2823,<wb>ре|мь|ствомъ
6551 204,<wb>нѣкъі|імъ
39,<wb>і
771 235 1011,<wb>оуго|жде|ніімъ
2760,<wb>сеѧ
2237,<wb>жізні
1626,<wb>любо
39,<wb>і
870,<wb>зъло
919 361,<wb>хотѧ|штѧ
1064,<wb>сътворіті
1643,<wb>хвалѫ
5587,<wb>пріносіті
2652 672,<wb>славѧ|штѧѧ
5762 514,<wb>поштѧ|дітъ
3575,<wb>владъіцѣ
3717 604,<wb>младені|штъ
112,<wb>бо
6370,<wb>естьство
62,<wb>не
1559,<wb>вѣстъ
6302 636,<wb>пронъі|ріѣ
122,<wb>ні
677 273 433 793,<wb>прос|коу|пь|ства
1877,<wb>імѣті
122,<wb>ні
2645 255,<wb>работа|етъ
2706,<wb>страсті
3067,<wb>льсті
208,<wb>нъ
308,<wb>ѣкоже
210,<wb>імъ
2656,<wb>свѧтааго
3552,<wb>доуха
1695,<wb>даръ
56,<wb>въ
1548,<wb>оуші
2882 43,<wb>въложі|тъ
931,<wb>сіце
747,<wb>сіі
881,<wb>стааго
3552,<wb>доуха
1695,<wb>даръ
56,<wb>въ
1548,<wb>оуші
56,<wb>въ
1548,<wb>оуші
2882 43,<wb>въложі|тъ
931,<wb>сіце
747,<wb>сіі
2402 2696 200,<wb>чоудо|дѣа|ніе
631 1349,<wb>хва|лѧтъ
1907,<wb>дѣті
3069,<wb>даръі
1473 2222,<wb>пріно|сѧтъ
105,<wb>да
481,<wb>вьсі
6512 55,<wb>дѣлесе|мъ
7725,<wb>навъікнѫтъ
99,<wb>ѣко
62,<wb>не
295,<wb>еже
127 1294 6942,<wb>прѣ|трѣ|бівъ
1428,<wb>оумъ
414 304,<wb>імѣ|ѭтъ
323,<wb>ті
1284 111,<wb>любі|ві
419,<wb>сѫтъ
945 96 106,<wb>пь|рѣ|мь
39,<wb>і
4774,<wb>хотѧтъ
7397,<wb>стоудъ
1877,<wb>імѣті
1347,<wb>тѣмь
70,<wb>сѧ
878 401,<wb>таі|нъіі
1208 255,<wb>пода|етъ
1695,<wb>даръ
208,<wb>нъ
227,<wb>іже
666 2335,<wb>чі|стомъ
6273,<wb>оумомь
39,<wb>і
7618 197 1694,<wb>незъло|бі|вомъ
5370,<wb>срьдьцемъ
1452 555,<wb>пріхо|дѧтъ
5592,<wb>тѣм
70,<wb>сѧ
7569 17,<wb>благочьсті|а
84 1837 3858,<wb>отъ|крі|ваатъ
2550,<wb>разоумъ
295,<wb>еже
112,<wb>бо
3340,<wb>въіше
5608 297,<wb>пъіта|ніѣ
161,<wb>естъ
323,<wb>ті
523,<wb>кто
1462,<wb>хоштетъ
47,<wb>о
1372,<wb>томь
5608 52,<wb>пъіта|ті
1723 275,<wb>ноу|дѧ
70,<wb>сѧ
77,<wb>а
62,<wb>не
67,<wb>по
4279,<wb>свѧтъіімъ
1553,<wb>ходѧ
5377,<wb>словесемь
176,<wb>то
39,<wb>і
715 1228,<wb>есть|ствіѣ
77,<wb>а
1020,<wb>словеса
6952,<wb>іміже
70,<wb>сѧ
1570 1768,<wb>къі|чітъ
4425 59,<wb>гор|ко
127 511 6181,<wb>прѣ|тръ|гнетъ
39,<wb>і
850 660 180 482,<wb>бого|сло|вь|нааго
47 887 910,<wb>о|хоу|літъ
2329,<wb>закона
39,<wb>і
1351 116 3,<wb>бь|ші|ѭ
135,<wb>его
47 887 910,<wb>о|хоу|літъ
39,<wb>і
5608 2751 24,<wb>пъіта|емъі|ѧ
6898 733,<wb>гонез|нетъ
3338 147,<wb>свѧто|сті
1907,<wb>дѣті
1643,<wb>хвалѫ
1473 2222,<wb>пріно|сѧтъ
105,<wb>да
6196,<wb>родітель
1503 929,<wb>облі|чѧтъ
7208,<wb>безаконіѣ
39,<wb>і
594 1632,<wb>вѣроу|ѭштііхъ
6306 712,<wb>обно|вѧтъ
850 169 4595 200,<wb>бого|по|зна|ніе
808,<wb>еліко
112,<wb>бо
7152 3858,<wb>прѣдолѣ|ваатъ
73 88,<wb>оу|моу
39,<wb>і
7725,<wb>навъікнѫтъ
62 6203,<wb>не|лѣпо
3212 3,<wb>мъіслі|ѭ
2899 212,<wb>мьно|га
5537,<wb>вѣсть
7624,<wb>трѣбѣ
305,<wb>ста
77,<wb>а
494,<wb>ѣже
56,<wb>въ
666 3982,<wb>чі|стѣхъ
1438 3015,<wb>срьдь|ціхъ
277,<wb>бе
2915 139,<wb>сквръ|нъі
2308 255,<wb>віта|етъ
4400,<wb>тѣмі
3571,<wb>інѣмъ
2699 401,<wb>істінь|нъіі
78 1636 43,<wb>ѣ|вьѣ|тъ
2550,<wb>разоумъ
288,<wb>тъі
71,<wb>же
39,<wb>і
4665,<wb>лазара
62,<wb>не
1980,<wb>відіші
421 180 158,<wb>въста|вь|ша
84,<wb>отъ
1970,<wb>гроба
39,<wb>і
4446,<wb>мрьтвааго
75,<wb>съ
236 5440,<wb>жі|въіімі
1663,<wb>сѫшта
39,<wb>і
68,<wb>на
1407 21 60,<wb>вече|р|ні
75,<wb>съ
775 60,<wb>господь|ні
4248 145,<wb>вьзлежѧ|шта
208,<wb>нъ
4903 24,<wb>оукро|ѧ
4446,<wb>мрьтвааго
306 116 116,<wb>рѣ|ші|ші
77,<wb>а
524,<wb>своего
2629 793,<wb>невѣрь|ства
62,<wb>не
306 116 116,<wb>рѣ|ші|ші
39,<wb>і
1785 139,<wb>гробъ|нъі
2763,<wb>камъі
4324 104 608,<wb>отъва|лѣ|еші
77,<wb>а
2769,<wb>завісті
3266,<wb>доушѧ
1276,<wb>своеѧ
223 606,<wb>го|ріі
4907,<wb>творѧшта
323,<wb>ті
6628,<wb>гноі
62,<wb>не
107 148 86 608,<wb>іс|къі|да|еші
39,<wb>і
1482,<wb>ада
1980,<wb>відіші
775 838 106,<wb>господь|ско|мь
449 276 106,<wb>повелѣ|ніі|мь
7886 115 188 119 102,<wb>четврь|то|дь|нь|на
2051 737,<wb>ізда|ѭшта
5815,<wb>тоже
288,<wb>тъі
68,<wb>на
3776 200,<wb>оубіе|ніе
39,<wb>і
5573 180 1318,<wb>въскрѣсі|вь|шааго
5193,<wb>пророкъі
766 8018,<wb>оубі|въшѧѧ
1790,<wb>рѫкъі
2962 3809,<wb>ост|ріші
47,<wb>о
2722,<wb>веле
5093,<wb>велікое
4977 3554 3065,<wb>несь|мъіш|леніе
47,<wb>о
2722,<wb>веле
5093,<wb>велікое
1079 259 74 2849,<wb>неі|цѣ|лі|мое
1019 217 1605,<wb>оуже|сто|ченіе
68,<wb>на
2454,<wb>толіко
178,<wb>лі
5553,<wb>безаконіе
1405 110,<wb>обраті|шѧ
1428,<wb>оумъ
105,<wb>да
84,<wb>отъ
2278,<wb>ніхъже
165,<wb>бѣ
2782,<wb>вѣроваті
2071,<wb>лѣпо
62,<wb>не
6516,<wb>вѣроуѭтъ
2657,<wb>іхъже
1963,<wb>дѣльма
631 1527,<wb>хва|літі
1032 1349,<wb>хоу|лѧтъ
47,<wb>о
2278,<wb>ніхъже
6576,<wb>славіті
39,<wb>і
3231 52,<wb>веліча|ті
62,<wb>не
239 1832,<wb>бла|жѧтъ
47,<wb>о
2278,<wb>ніхъже
5556,<wb>пѣті
39,<wb>і
2484,<wb>благодѣть
884 1983,<wb>възда|ѣті
620 555,<wb>коу|дѧтъ
39,<wb>і
850 23 103 21 541,<wb>бого|с|ва|р|ніці
4450,<wb>бъіваѭтъ
931,<wb>сіце
112,<wb>бо
1581 193,<wb>обо|іхъ
2104 6764,<wb>безоу|міе
931,<wb>сіце
299,<wb>іхъ
1611 2689,<wb>гръ|жденіе
4574 297,<wb>оудръжа|ніѣ
1424,<wb>оумъі
112,<wb>бо
299,<wb>іхъ
1445 2342,<wb>прѣль|штеніѣ
296 683 43 145 690,<wb>ме|чъ|тъ|шта|нію
73 169 16 92,<wb>оу|по|і|въ
62,<wb>не
520,<wb>дастъ
1428 962,<wb>оумъ|ноуоумоу
1466 129,<wb>оче|сі
2452,<wb>сквозѣ
5536 3150,<wb>проліѣ|въшіі
70,<wb>сѧ
68,<wb>на
590,<wb>немь
3712,<wb>тьмѣ
5978 1491,<wb>прозь|рѣті
323,<wb>ті
68,<wb>на
2624 471,<wb>істін|нъіѧ
171 265,<wb>за|рѧ
1025 1491,<wb>вьзь|рѣті
931 92,<wb>сіце|въ
3698,<wb>недѫгъ
1325,<wb>фарісеі
39,<wb>і
1275 257 409,<wb>кні|жь|нікъ
227,<wb>іже
536 192 5649,<wb>прѣжде|зъ|ваніѣ
1086 3260,<wb>чъ|тѫтъ
39,<wb>і
7162,<wb>наріцаті
70,<wb>сѧ
700 4562,<wb>оучіте|лемъ
3231 304,<wb>веліча|ѭтъ
70,<wb>сѧ
39,<wb>і
5322 3619,<wb>шіро|тоѭ
2952 252,<wb>подра|гъ
5139 91,<wb>мьнѧ|ште
70,<wb>сѧ
1384,<wb>законъ
1201 7211,<wb>съхра|нѧште
3231 304,<wb>веліча|ѭтъ
77,<wb>а
2254,<wb>нічсоже
3177,<wb>істінъі
2561,<wb>нікакоже
7744,<wb>імѣѭште
122,<wb>ні
371 5363,<wb>благо|чьстіѣ
2359 48,<wb>едного|же
1159,<wb>словесе
3863,<wb>творѧште
931 92,<wb>сіце|въ
47 6681,<wb>о|стенъ
2769,<wb>завісті
6871,<wb>еднѫ
112,<wb>бо
56 28 293 197,<wb>въ|г|лѫ|бі
483,<wb>ѭ
56,<wb>въ
6150,<wb>доуші
39,<wb>і
1704,<wb>вьсего
1763,<wb>чловѣка
73 33 19 111,<wb>оу|ѣ|з|ві
39,<wb>і
47,<wb>о
932,<wb>добрѣ
5360,<wb>пешті
70,<wb>сѧ
1518,<wb>сілѫ
2628,<wb>разорі
39,<wb>і
551 92 793,<wb>чоу|въ|ства
494,<wb>ѣже
419,<wb>сѫтъ
2398 1294 280 116,<wb>наі|трѣ|бь|ші
895,<wb>пѫті
286 7,<wb>оучені|ю
760,<wb>зѣло
5914,<wb>лютѣ
6254 89,<wb>прокоу|ді
122,<wb>ні
3879,<wb>разоумѣті
295,<wb>еже
68,<wb>на
574 610,<wb>подо|бѫ
122,<wb>ні
2103 1227,<wb>памѧ|тіѭ
4346,<wb>слоухъ
1874 5687,<wb>оутврь|ждаѧ
122,<wb>ні
3071,<wb>чісто
441 1393,<wb>глѧ|даті
105 24,<wb>да|ѧ
952 5053,<wb>віді|мъііхъ
478,<wb>мъі
71,<wb>же
2631 3289,<wb>оубѣ|жімъ
5181,<wb>вьзлюбьеніі
6150,<wb>доуші
6254 188 668,<wb>прокоу|дь|нъііхъ
348 1928,<wb>стра|стіі
745,<wb>сіхъ
165 3289,<wb>бѣ|жімъ
1570 5809,<wb>къі|ченіѣ
538,<wb>егоже
2360,<wb>дѣлѣ
3063,<wb>прьвое
190 1937,<wb>сь|паде
5444,<wb>старѣішіна
6489 43 668,<wb>беспль|тъ|нъііхъ
165 3289,<wb>бѣ|жімъ
2769,<wb>завісті
201,<wb>аште
39,<wb>і
2339,<wb>нічьсоже
2360,<wb>дѣлѣ
208,<wb>нъ
803 2361,<wb>творѧ|штоуоумоу
6254 86,<wb>прокоу|да
861 2649,<wb>бъіва|ет
201,<wb>аште
39,<wb>і
2351,<wb>малъі
190 1098 3858,<wb>сь|гнѣ|ваатъ
991,<wb>емоуже
1590 514,<wb>заві|дітъ
165 3289,<wb>бѣ|жімъ
1570 5809,<wb>къі|ченіѣ
39,<wb>і
1966,<wb>славъі
1948,<wb>імже
3177,<wb>істінъі
2803 4522,<wb>пості|женіе
6327 60 172,<wb>прого|ні|мо
161,<wb>естъ
165 3289,<wb>бѣ|жімъ
3578 169 86 6498,<wb>неоу|по|да|реніѣ
39,<wb>і
6555,<wb>хоулъі
176,<wb>то
112,<wb>бо
5404,<wb>старѣішінъі
1242 125 1233,<wb>жь|рь|цемъ
39,<wb>і
1275 15 541,<wb>кні|ж|ніці
3905 147,<wb>жідовь|сті
68,<wb>на
3810,<wb>хрістоса
3776 200,<wb>оубіе|ніе
160 205 3169,<wb>въз|бѣ|сішѧ
121,<wb>се
5404,<wb>старѣішінъі
2555 21 1233,<wb>жъ|р|цемъ
39,<wb>і
1275 7027,<wb>кні|жьнікомъ
3561 968 110,<wb>безоумь|нѣі|шѧ
5589 1699,<wb>младень|цемь
2579,<wb>сьтворі
105,<wb>да
62,<wb>не
4951 204,<wb>подража|імъ
3905 384,<wb>жідовь|ска
3203 188 793,<wb>ѫро|дь|ства
208,<wb>нъ
250 133 795,<wb>дѣ|ть|скоу
67 230 111 1825,<wb>по|за|ві|дімъ
1968 174 690,<wb>благода|ре|нію
62,<wb>не
6251,<wb>старьць
850 86 174 690,<wb>бого|да|ре|нію
208,<wb>нъ
3717 604,<wb>младені|штъ
850 660 835 690,<wb>бого|сло|вье|нію
62,<wb>не
5977 74 2739,<wb>завість|лі|въііхъ
3002 114 690,<wb>неві|дѣ|нію
208,<wb>нъ
6158 805,<wb>хвалѧ|штііхъ
850 169 4595 690,<wb>бого|по|зна|нію
62,<wb>не
3505 446,<wb>оубоі|цъ
2936 1484 605,<wb>непріѣ|знь|ствоу
208,<wb>нъ
1283 267 193,<wb>мла|дъі|іхъ
1890 93 197 7,<wb>безъ|ло|бі|ю
224 3430,<wb>бѫ|дѣмъ
39,<wb>і
478,<wb>мъі
699,<wb>акъі
1907,<wb>дѣті
775,<wb>господь
112,<wb>бо
141,<wb>рече
201,<wb>аште
62,<wb>не
7816,<wb>обратіте
70,<wb>сѧ
39,<wb>і
1215,<wb>бѫдете
699,<wb>акъі
1907,<wb>дѣті
62,<wb>не
4765,<wb>вьнідете
81,<wb>вь
3680,<wb>цѣсарьство
1753 465,<wb>небесь|ное
224 114 106,<wb>бѫ|дѣ|мь
1907,<wb>дѣті
277,<wb>бе
6009,<wb>зълобі
2254,<wb>нічсоже
1469,<wb>зъла
122,<wb>ні
279 54 199,<wb>лю|те|се
68,<wb>на
6150,<wb>доуші
303 434 91,<wb>пі|шѫ|ште
208,<wb>нъ
3808,<wb>вьсеѭ
3071 3619,<wb>чісто|тоѭ
39,<wb>і
1469,<wb>зъла
3645,<wb>кромѣ
1663,<wb>сѫшта
1767,<wb>знаменіѣ
371 683 97 602,<wb>благо|чъ|стъ|нѫѭ
827,<wb>вѣрѫ
2603 533,<wb>пріемь|ѭшті
39,<wb>і
4208 123,<wb>піше|мі
105,<wb>да
1205 55,<wb>вьніде|мъ
81,<wb>вь
6529,<wb>цѣсарьствіе
1753 465,<wb>небесь|ное
924 233 55,<wb>пріне|сѣ|мъ
7698,<wb>вѣіе
5591,<wb>господеві
1151,<wb>мілості
39,<wb>і
3252 1228,<wb>чловѣколюбь|ствіѣ
105,<wb>да
1205 55,<wb>вьніде|мъ
56,<wb>въ
3680,<wb>цѣсарьство
1753 465,<wb>небесь|ное
190 265 145 55,<wb>сь|рѧ|шта|мъ
135,<wb>его
3732,<wb>ідѫшта
68,<wb>на
1871 31 686,<wb>жрѣ|б|ѧті
39,<wb>і
2943 838,<wb>жідовъ|ско
4246 737,<wb>обліча|ѭшта
2104 6764,<wb>безоу|міе
77,<wb>а
348 2935,<wb>стра|намъ
105 737,<wb>да|ѭшта
3338 214,<wb>свѧто|сть
75 265 145 55,<wb>съ|рѧ|шта|мъ
135,<wb>его
2382 293 91,<wb>сте|лѫ|ште
7930 253,<wb>котъі|гъі
376,<wb>како
295,<wb>еже
4736,<wb>ніштіімъ
2803 5147,<wb>пості|латі
645,<wb>самъ
112,<wb>бо
68,<wb>на
436,<wb>себѣ
5456 495,<wb>ніште|тѫ
1169,<wb>пріѧ
39,<wb>і
2719 255,<wb>вьпі|етъ
1003,<wb>поне
3192,<wb>сътворісте
3172,<wb>едномоу
745,<wb>сіхъ
2351 193,<wb>малъі|іхъ
5047,<wb>братіѧ
1239,<wb>моеѧ
437,<wb>мьнѣ
3192,<wb>сътворісте
47,<wb>о
3252 3126 482,<wb>чловѣколюбь|ствь|нааго
39,<wb>і
2656,<wb>свѧтааго
2188,<wb>гласа
437,<wb>мьнѣ
141,<wb>рече
7930 253,<wb>котъі|гъі
2803 66 608,<wb>пості|ла|еші
317,<wb>егда
4724,<wb>ніштѧѧ
2048 3604,<wb>одѣ|ваеші
364,<wb>мене
1167 3604,<wb>съгрѣ|ваеші
317,<wb>егда
745,<wb>сіхъ
2388 4173,<wb>горь|къіѧ
2966 60,<wb>стоуде|ні
39,<wb>і
2426,<wb>болѣзні
73 96 116 116,<wb>оу|рѣ|ші|ші
67 242 104 55,<wb>по|сте|лѣ|мъ
144,<wb>емоу
7930 253,<wb>котъі|гъі
105,<wb>да
190,<wb>сь
250 133 123,<wb>дѣ|ть|мі
489,<wb>намъ
362,<wb>бѫдетъ
2719 52,<wb>вьпі|ті
3528 4710,<wb>простра|ньство
4649,<wb>осанна
56,<wb>въ
1496 1698,<wb>въішь|ніхъ
3269,<wb>благословьенъ
2615,<wb>грѧдъіі
56,<wb>въ
466,<wb>імѧ
2788,<wb>господьне
3269,<wb>благословьенъ
2615,<wb>грѧдъіі
825,<wb>рѫцѣ
68,<wb>на
4664,<wb>крьстѣ
164 37 686,<wb>про|п|ѧті
39,<wb>і
2411,<wb>странъі
150,<wb>къ
436,<wb>себѣ
159,<wb>сі
7639 243,<wb>съвъкоу|пі
3269,<wb>благословьенъ
2615,<wb>грѧдъіі
1482,<wb>ада
1421 102,<wb>съвѧза|на
7204,<wb>показаті
77,<wb>а
4274,<wb>адама
84,<wb>отъ
4992,<wb>ѫзъ
2354 2944,<wb>отрѣ|шіті
39,<wb>і
1812 297,<wb>паде|ніѣ
81 880 52,<wb>вь|ставі|ті
3269,<wb>благословьенъ
2615,<wb>грѧдъіі
987 7,<wb>мѫчені|ю
6954,<wb>дръжавѫ
75 511 43,<wb>съ|тръ|тъ
77,<wb>а
164 400 179,<wb>про|стъі|нѫ
68,<wb>на
121,<wb>се
3116 267,<wb>прішъ|дъі
1208,<wb>пода
3269,<wb>благословьенъ
2615,<wb>грѧдъіі
6261,<wb>адова
121 2885,<wb>се|лішта
2072 19 846,<wb>іспра|з|нітъ
77,<wb>а
1753 102,<wb>небесь|на
6355,<wb>жілішта
4314,<wb>многъііхъ
3488 3628,<wb>съпаса|ѭштіхъ
70,<wb>сѧ
1882 846,<wb>іспль|нітъ
3269,<wb>благословьенъ
2615,<wb>грѧдъіі
3335,<wb>жрътвѫ
1391,<wb>собоѭ
171,<wb>за
336,<wb>нъі
924 2126,<wb>пріне|сетъ
39,<wb>і
618,<wb>вьсѧ
2694 1427,<wb>оцѣ|стіті
1806,<wb>грѣхъі
39,<wb>і
190,<wb>сь
1993 106,<wb>отьць|мь
576,<wb>съі
75 69 1588 52,<wb>съ|ст|роі|ті
3269,<wb>благословьенъ
1601,<wb>грѧдъі
2595,<wb>съмрьті
3082 1349,<wb>прок|лѧтъ
77,<wb>а
3768 297,<wb>въскръсе|ніѣ
489,<wb>намъ
6306 742,<wb>обно|вітъ
1379 289,<wb>рабо|тъі
3210,<wb>ізбавітъ
77,<wb>а
576 85 142 257 1228,<wb>съі|но|бо|жь|ствіѣ
1208 43,<wb>пода|тъ
347,<wb>твое
112,<wb>бо
176,<wb>то
300,<wb>гі
7458,<wb>сътворьшааго
39,<wb>і
84,<wb>отъ
62,<wb>не
5355,<wb>сѫштііхъ
759,<wb>насъ
190 163 180 158,<wb>сь|ста|вь|ша
39,<wb>і
75 2106 384 816,<wb>съ|пле|ска|въша
39,<wb>і
2618 110,<wb>падъ|шѧ
404,<wb>пакъі
39,<wb>і
7401 687,<wb>съкроуше|номъ
4460,<wb>бъівъшемъ
7679,<wb>въставіті
39,<wb>і
75 2106 384 52,<wb>съ|пле|ска|ті
697,<wb>твоего
176,<wb>то
161,<wb>естъ
3252 1228,<wb>чловѣколюбь|ствіѣ
4818 89 1511,<wb>заблѫ|ді|въшааго
2634 542,<wb>вьзіска|атъ
39,<wb>і
84,<wb>отъ
4818 5629,<wb>заблѫ|жденіѣ
6166,<wb>обратіті
39,<wb>і
918 1314,<wb>прь|вааго
1607,<wb>мѣста
4099,<wb>достоіно
1064,<wb>сътворіті
462,<wb>твоі
112,<wb>бо
2190,<wb>людіе
478,<wb>мъі
39,<wb>і
2070,<wb>овьцѧ
198 439 139,<wb>па|стві|нъі
1532,<wb>твоеѧ
39,<wb>і
356,<wb>тебѣ
481,<wb>вьсі
321 1259 653,<wb>въс|ланѣ|ем
70,<wb>сѧ
39,<wb>і
356,<wb>тебѣ
1253,<wb>славѫ
39,<wb>і
1968 5968,<wb>благода|реніе
884 389,<wb>възда|емъ
2199,<wb>коупно
75,<wb>съ
377 1233,<wb>оть|цемъ
39,<wb>і
75,<wb>съ
4279,<wb>свѧтъіімъ
2972,<wb>доухомь
1331 623 383 968,<wb>едно|сѫ|шть|нѣі
39,<wb>і
603 4880 642,<wb>жіво|творѧ|штіі
39,<wb>і
988 6019 642,<wb>все|дръжѧ|штіі
7115,<wb>троіці
457,<wb>нъінѣ
39,<wb>і
1199,<wb>прісно
39,<wb>і
81,<wb>вь
1161,<wb>вѣкъі
4470,<wb>вѣкомь
681,<wb>амін
3318,<wb>іоанна
6363,<wb>архіепіскоупа
4396 118,<wb>костанті|нѣ
926,<wb>града
4373,<wb>златооустааго
442,<wb>слово
47,<wb>о
4523,<wb>смокві
81,<wb>вь
4117,<wb>велікъіі
56,<wb>въ
1003 114 153 409,<wb>поне|дѣ|ль|нікъ
1998,<wb>око
222,<wb>оубо
1104,<wb>відѧ
518,<wb>ілі
3646 315,<wb>дѫ|бъ
7090 266 98,<wb>цвѣть|ча|нъ
518,<wb>ілі
7477,<wb>істочнікъ
7422 85,<wb>сіл|но
7695 604,<wb>текѫ|штъ
1347,<wb>тѣмь
248 1011,<wb>відѣ|ніімъ
2285,<wb>тамо
70,<wb>сѧ
4918 2792,<wb>влѣ|четъ
39,<wb>і
1438 229 401,<wb>срьдь|чь|нъіі
1428,<wb>оумъ
127 450 5201 32,<wb>прѣ|вра|штаа|т
2285,<wb>тамо
964,<wb>такожде
39,<wb>і
2554,<wb>оухо
1296,<wb>слъішѧ
2467,<wb>словесъі
250 4074,<wb>дѣ|аніѣ
39,<wb>і
758 147,<wb>повѣ|сті
150,<wb>къ
1894,<wb>тѣмъ
7318,<wb>мъісль
159,<wb>сі
2530 1277,<wb>прость|ретъ
99,<wb>ѣко
503,<wb>бъіті
311 88,<wb>тако|моу
4187 106,<wb>тѣлесе|мь
68,<wb>на
1372,<wb>томь
1122,<wb>мѣстѣ
77,<wb>а
3212 3,<wb>мъіслі|ѭ
68,<wb>на
7848,<wb>ономь
3734,<wb>іждеже
442,<wb>слово
758 767,<wb>повѣ|стіѭ
6780 2221,<wb>назна|мена
1043,<wb>дѣло
931,<wb>сіце
39,<wb>і
437,<wb>мьнѣ
457,<wb>нъінѣ
4654,<wb>сълоучі
70,<wb>сѧ
3355 200,<wb>вьзлюбье|ніе
1296,<wb>слъішѧ
112,<wb>бо
4680 163,<wb>еуаггелі|ста
3307 737,<wb>съповѣда|ѭшта
494,<wb>ѣже
81,<wb>вь
5694 276,<wb>віѳа|ніі
821,<wb>бъішѧ
959 1093,<wb>хрісто|сомъ
3176 170,<wb>дѣле|са
47,<wb>о
4523,<wb>смокві
978,<wb>сьде
568,<wb>есмъ
6512 106,<wb>дѣлесе|мь
77,<wb>а
1536 14,<wb>оумо|м
995,<wb>себе
159,<wb>сі
2285,<wb>тамо
1663,<wb>сѫшта
5683,<wb>творѫ
39,<wb>і
6042,<wb>мьнѫ
70,<wb>сѧ
457,<wb>нъінѣ
81,<wb>вь
628 267,<wb>слѣ|дъі
6053,<wb>ідъі
5348,<wb>владъікъі
3396,<wb>ісоуса
39,<wb>і
1104,<wb>відѧ
6434,<wb>смокве
536,<wb>прѣжде
775 384,<wb>господь|ска
1263 2342,<wb>запрѣ|штеніѣ
3377 315 434,<wb>прозѧ|бъ|шѫ
39,<wb>і
3378 293,<wb>свѣть|лѫ
77,<wb>а
67,<wb>по
775 492,<wb>господь|стѣ
1263 3516,<wb>запрѣ|штеніі
39,<wb>і
6592 93,<wb>дрѧх|ло
39,<wb>і
762 196,<wb>соу|хо
3667,<wb>заоутра
112,<wb>бо
141,<wb>рече
107,<wb>іс
6053,<wb>ідъі
56,<wb>въ
698,<wb>градъ
160 17 3280,<wb>въз|а|алка
39,<wb>і
649,<wb>відѣвъ
6434,<wb>смокве
416,<wb>пріде
72,<wb>к
