3563,кьнігъі
85 2012,рі|зоу
311 334,імѣ|іте
15,і
39,въ
1421,ньже
403,домъ
1576 65,въніде|те
247,тоу
779 334,прѣбъіва|іте
15,і
74,отъ
345 181,тѫ|доу
2860 363,ісхо|діте
15,і
685,еліко
46,не
3091,пріімѫтъ
449,васъ
4491,ісходѧште
74,отъ
698,града
402,того
4349,прахъ
74,отъ
69 300,но|гь
1533,вашіхъ
15 42 216 2510,і|ст|рѧ|сѣте
39,въ
547 161,съвѣдѣ|ніе
47,на
276,нѧ
4491,ісходѧште
41,же
135 2939,про|хождаахѫ
4659,скозѣ
399,вьсі
293 205 310,благо|вѣшта|ѭште
15,і
162 245 84,цѣ|лѧ|ште
39,въ
2456,сѫдѣ
182,іже
445 31,хоште|т
51,по
1964,мънѣ
741,іті
55,да
4976,отъвръжетъ
57,сѧ
868,себе
15,і
55,да
737 1597,възь|метъ
3992,крстъ
371,своі
51,по
530,вьсѧ
416,дьні
15,і
1133,ходітъ
51,по
343,мьнѣ
182,іже
66,бо
163,аште
1213,хоштетъ
4657,спсті
772,дшѫ
554,своѭ
1406,погоубітъ
2,ѭ
16,а
182,іже
1406,погоубітъ
772,дшѫ
554,своѭ
227,мене
290,раді
38,тъ
2110 38,спсе|тъ
2,ѭ
1678,каѣ
2124 107,поль|за
3296,члкоу
163,аште
78 1723,прі|обрѧштетъ
1107,весь
569,міръ
16,а
868,себе
1406,погоубітъ
61,лі
74 84 2033,отъ|ште|тітъ
182,іже
66,бо
163,аште
4740,постъідітъ
57,сѧ
227,мене
15,і
1055,моіхъ
1781,словесъ
275,сего
15,і
325,снъ
2068,члчь
4740,постъідітъ
57,сѧ
246,егда
669,прідетъ
39,въ
2014,славѣ
1339,своеі
15,і
437,очі
15,і
3570,стъіхъ
2130,англъ
223,глѭ
41,же
207,вамъ
39,въ
731,істінѫ
331,сѫтъ
3249,етері
179,от
802,сьде
4767,стоѧштііхъ
182,іже
46,не
831,імѫтъ
4534,въкоусіті
1841,съмръті
2882,доідеже
3892,оузьрѧтъ
3073,црствіе
1014,бжіе
4575 284,съшедъ|шоу
925,ісоу
54,съ
1590,горъі
3693,сърѣте
15,і
824,народъ
414 300,мъно|гь
15,і
75,се
1019,мѫжь
144,із
1482,народа
737 170,възь|пі
15,і
350,глѧ
1120,оучітелю
2469,молѭ
229,тѧ
4868,прізьрі
47,на
560,сна
469,моего
86,ѣко
482 2317,іно|чѧдъ
89,мі
140,естъ
15,і
75,се
647,дхъ
521 117 183,ем|ле|тъі
15,і
39,въ
46 4584,не|заапѫ
1714 217,въпі|етъ
15,і
3238 221 217,прѫ|жа|етъ
57,сѧ
54,съ
277 1363,пѣ|намі
15,і
10 3395,е|дьва
11 922 31,о|ході|т
74,отъ
426,него
1255 3949,съкроу|шаѧ
15,і
15,і
295 8,молі|х
57,сѧ
809,оученікомъ
1263,твоімъ
55,да
978 147 183,іжде|нѫ|тъі
15,і
46,не
4739,възмогѫ
474,отъвѣштавъ
258,ісъ
82 7,ре|ч
11,о
100 63,ро|де
1505 82 9,невѣ|ре|н
15,і
174 240 3320,раз|вра|штенъ
90,до
1059,колѣ
1118,бѫдѫ
60,вь
449,васъ
15,і
328 36 417,тръ|п|лѭ
138,въі
982 73,пріве|ді
89,мі
325,снъ
386,твоі
2073,сѣмо
721,еште
41,же
979 251,грѧдѫ|штоу
119,емоу
51 724,по|връже
15,і
857,бѣсъ
15,і
4195 75,сътрѧ|се
15,і
1416,запрѣті
41,же
258,ісъ
4336,дхоу
1226 4604,нечі|стоумоу
15,і
1807,іцѣлі
4679,отрока
15,і
39 55 228,въ|да|стъі
2513,матері
102,его
2639,дівлѣахѫ
41,же
57,сѧ
399,вьсі
11,о
267 1939,велі|чіі
659,бжіі
649,бъіс
478 251,ідѫ|штоу
925,ісоу
51,по
702,пѫті
120,рече
1245,етеръ
260,кь
321,немоу
478,ідѫ
51,по
281,тебѣ
2378,ѣможе
1169,колі
1428,ждо
2921,ідеші
222,гі
15,і
120,рече
119,емоу
258,ісъ
61 79,лі|сі
1990 1881,ѣз|вінъі
831,імѫтъ
15,і
4024,птіцѧ
4647 387,нбсъ|нъіѧ
413 4217,гнѣ|зда
16,а
325,снъ
2068,члчь
46,не
489,іматъ
3755,кьде
1589,главъі
714 2096 58,подъ|клоні|ті
120,рече
41,же
260,кь
4021,дроугоумоу
922,ході
39,въ
1087,слѣдъ
227,мене
274,онъ
41,же
120,рече
222,гі
2446,повелі
89,мі
443,прѣжде
383 284,шедъ|шоу
4935,погреті
539,оца
469,моего
120,рече
41,же
119,емоу
258,ісъ
550,оставі
716 1440,мрът|въіѧ
4935,погреті
504,своѧ
716 60 440,мрът|вь|цѧ
183,тъі
41,же
383,шедъ
143 205 15,въз|вѣшта|і
3073,црствіе
1014,бжіе
120,рече
41,же
2784,дроугъіі
478,ідѫ
51,по
281,тебѣ
222,гі
1653 1112,дре|вле
41,же
2446,повелі
89,мі
1175 58,отвѣшта|ті
89,мі
57,сѧ
182,іже
331,сѫтъ
39,въ
643,домоу
3152,моемъ
120,рече
41,же
98,іс
260,кь
321,немоу
615,нікто
41,же
143 3726,въз|ложь
1594,рѫкъі
1098,своеѧ
47,на
11 53 88,о|ра|ло
15,і
3020,зьрѧ
394 885,въс|пѧть
4717 1112 68,оупра|вле|нъ
140,естъ
39,въ
2405,црство
1014,бжіе
3030,посьла
258,ісъ
1060,оученікъі
504,своѧ
51,по
3530 105,дъвѣ|ма
319,прѣдъ
2829,ліцемъ
607,своімъ
60,вь
516 260,всѣ|кь
533,градъ
15,і
592,мѣсто
2378,ѣможе
1216,хотѣаше
548,самъ
741,іті
15,і
766,глааше
260,кь
409,німъ
3626,жѧтва
180,оубо
891,многа
16,а
4046,дѣлатель
895,мало
2231,моліте
57,сѧ
180,оубо
1154,гю
352 3065,жѧ|твъі
55,да
3548 188,ізве|детъ
472 4824,дѣла|телѧ
47,на
352 3470,жѧ|твѫ
554,своѭ
1588,ідѣте
75,се
582,азь
4419 2,посъіла|ѭ
138,въі
86,ѣко
3689,овцѧ
51,по
883,срѣдѣ
1130 12,влъ|к
39,въ
1421,ньже
4929,коліждо
533,градъ
3870 363,въхо|діте
15,і
46,не
4840,пріемлѭтъ
449,васъ
4075,ішедъше
47,на
4222 32,распѫті|ѣ
102,его
3195,рьцѣте
15,і
4349,прахъ
1994 287 1687,пріле|пь|шіі
594,насъ
74,отъ
698,града
275,сего
39,въ
1314 62,нога|хъ
1330 8,наші|х
74 1966 125 521,отъ|трѧ|са|ем
207,вамъ
1082,обаче
75,се
3423,вѣдіте
86,ѣко
1408,прібліжі
57,сѧ
47,на
138,въі
3073,црствіе
1014,бжіе
223,глѭ
41,же
207,вамъ
86,ѣко
178 90 1773,со|до|момъ
39,въ
38,тъ
661,день
4562 4348,отъра|дьнѣе
4077,бѫдет
627 61,неже|лі
3297,градоу
546,томоу
477 456,слоуша|ѧі
449,васъ
227,мене
477 217,слоуша|етъ
15,і
477 456,слоуша|ѧі
227,мене
477 217,слоуша|етъ
2563,посълавъшааго
142,мѧ
15,і
3447 456,отъмѣта|ѧі
57,сѧ
2403,вась
227,мене
57,сѧ
3447 217,отъмѣта|етъ
16,а
3447 456,отъмѣта|ѧі
57,сѧ
227,мене
179 1782 217,от|мѣта|етъ
57,сѧ
374 17 1144,посъла|в|шааго
142,мѧ
477 456,слоуша|ѧі
64 22,ва|с
4185,възвратішѧ
41,же
57,сѧ
2199,седмь
1547,десѧтъ
131,сь
2387,радостіѭ
1246,глште
222,гі
15,і
2413,бѣсі
4836 241,повіноу|ѭтъ
57,сѧ
378,намъ
11,о
1525,імені
3391,твоемъ
120,рече
41,же
114,імъ
1910,відѣхъ
1548 147,сото|нѫ
86,ѣко
1457 2175,млъ|ніѭ
54,съ
1414,нбсе
628 95 355,съпа|дъ|шѫ
75,се
2212,дахъ
207,вамъ
1184,власть
47 339 2974,на|стѫ|паті
47,на
1610 23,змі|ѧ
15,і
468 20 170 23,ско|р|пі|ѧ
15,і
47,на
17 145,в|сѫ
1337,сілѫ
240 111 2,вра|жі|ѭ
15,і
1879,нічтоже
449,васъ
46,не
327 428,врѣ|дітъ
75,се
2212,дахъ
2271,вам
1184,власть
47 339 2974,на|стѫ|паті
47,на
1610 23,змі|ѧ
15,і
468 20 170 23,ско|р|пі|ѧ
15,і
47,на
17 145,в|сѫ
1337,сілѫ
240 111 2,вра|жі|ѭ
15,і
3853,нічьтоже
449,васъ
46,не
327 428,врѣ|дітъ
75,се
2212,дахъ
207,вамъ
1082,обаче
11,о
856,семь
46,не
2960,радоуіте
57,сѧ
86,ѣко
15,і
33 79,д|сі
207,вамъ
4836 241,повіноу|ѭтъ
57,сѧ
2960,радоуіте
41,же
57,сѧ
458,паче
86,ѣко
4043,імена
1389,ваша
1282 47,напіса|на
331,сѫтъ
47,на
1414 62,нбсе|хъ
1082,обаче
11,о
1863,семъ
46,не
2960,радоуіте
57,сѧ
86,ѣко
15,і
33 79,д|сі
207,вамъ
4836 241,повіноу|ѭтъ
57,сѧ
2960,радоуіте
41,же
57,сѧ
458,паче
86,ѣко
4043,імена
1389,ваша
1282 47,напіса|на
331,сѫтъ
47,на
1414 62,нбсе|хъ
39,въ
128,ть
1219,часъ
3218,въздрадова
57,сѧ
4085,дхомъ
258,ісъ
15,і
120,рече
899 2,ісповѣда|ѭ
57,сѧ
281,тебѣ
1261,оче
222,гі
1414,нбсе
15,і
199 142,зе|мѧ
86,ѣко
3542 121,оутаі|лъ
243,есі
495,сіі
74,отъ
109 4510,прѣ|мѫдръ
15,і
299 2252,разоу|менъ
15,і
2932,отъкръі
495,сіі
2685 9 1067,младе|н|цемъ
444,еі
1261,оче
86,ѣко
244,тако
649,бъіс
4153 161,благоволе|ніе
319,прѣдъ
1081,тобоѭ
39,въ
128,ть
1219,часъ
3218,въздрадова
57,сѧ
2564,дхмъ
258,ісъ
15,і
120,рече
899 2,ісповѣда|ѭ
57,сѧ
281,тебѣ
1261,оче
222,гі
3429,нбсі
15,і
611,земі
86,ѣко
3542 121,оутаі|лъ
243,есі
79,сі
74,отъ
109 4510,прѣ|мѫдръ
15,і
299 2252,разоу|менъ
15,і
2932,отъкръі
495,сіі
4797 1067,младень|цемъ
444,еі
1261,оче
86,ѣко
244,тако
649,бъіс
4153 161,благоволе|ніе
1602,прѣдь
1081,тобоѭ
15,і
319,прѣдъ
1081,тобоѭ
3538,прѣд
81 30 2,то|б|ѭ
15,і
2626,обрашть
57,сѧ
260,кь
225 1277,оучені|комь
120,рече
224,вьсѣ
343,мьнѣ
429 47,прѣда|на
637,бъішѧ
74,отъ
539,оца
469,моего
15,і
635,ніктоже
46,не
1042,вѣстъ
292,кто
140,естъ
325,снъ
4126,тъкьмо
638,оць
15,і
292,кто
140,естъ
638,оць
3798,тькмо
325,снъ
15,і
862,емоуже
163,аште
1213,хоштетъ
325,снъ
16 1300,а|віті
15,і
2626,обрашть
57,сѧ
260,кь
809,оученікомъ
358,едінъ
120,рече
455 861,блаже|нѣі
437,очі
727 488,відѧ|штіі
407,ѣже
138,въі
1176,відіте
223,глѭ
66,бо
207,вамъ
86,ѣко
765,мнозі
1681 173,прр|ці
15,і
25 82,ц|ре
2371 99,въсхотѣ|шѧ
886,відѣті
407,ѣже
138,въі
1176,відіте
15,і
46,не
1054,відѣшѧ
15,і
1766,слъішаті
407,ѣже
2629,слъішіте
138,въі
15,і
46,не
3101,слъішашѧ
303 9 2804,зако|н|нікь
1245,етеръ
338,пріде
260,кь
925,ісоу
2532 23,іскоуша|ѧ
15,і
15,і
350,глѧ
1120,оучітелю
411,чьто
131 2544,сь|творь
1823,жівота
949 401,вѣчь|нааго
2611 181 2,наслѣ|доу|ѭ
274,онъ
41,же
120,рече
83,къ
321,немоу
39,въ
2251,законѣ
411,чьто
1928,пісано
140,естъ
280,како
2101 106,чьте|ші
274,онъ
41,же
474,отъвѣштавъ
120,рече
2192 106,вьзлюбі|ші
152,га
193,ба
435,своего
179,от
3002,всего
2500,срдца
587,твоего
15,і
1085 2,въсе|ѭ
3250,дшеѭ
15,і
179,от
1085 23,въсе|ѧ
1812 115,крѣпо|сті
1352,твоеѧ
15,і
179,от
3002,всего
3842,помъішленіѣ
587,твоего
500,любі
15,і
15,і
98 349 2030,іс|кръ|нѣаго
435,своего
86,ѣко
15,і
548,самъ
57,сѧ
120,рече
41,же
119,емоу
258,ісъ
2122,право
255,отъвѣшта
75,се
212,сътворі
15,і
1202,жівъ
1789,бѫдеші
274,онъ
41,же
701,хотѧ
11 484 1341,о|правь|діті
57,сѧ
548,самъ
120,рече
83,къ
925,ісоу
15,і
292,кто
140,естъ
4214 220,іскрь|ніі
250,моі
255,отъвѣшта
258,ісъ
15,і
120,рече
7 260,ч|кь
1245,етеръ
54 1181,съ|хождааше
179,от
3133 157 105,ер|сл|ма
60,вь
10 85 158,е|рі|хѫ
15,і
39,въ
1864 130,разбоіні|къі
60 879,вь|паде
182,іже
15,і
54 3412 71,съ|влъкъ|ше
15,і
15,і
1990 138,ѣз|въі
143 3726 71,въз|ложь|ше
47,на
104,нь
4940,отідѫ
4800 71,оставль|ше
15,і
10 94,е|лѣ
4226,жіва
51,по
4406 185 6,пріклю|ча|ю
41,же
4833,іереі
1245,етеръ
54 1181,съ|хождааше
372 1849,пѫ|темь
1652,тѣмъ
15,і
553,відѣвъ
15,і
1577,мімо
259,іде
830,такожде
15,і
117 17 222 38,ле|в|гі|тъ
438,бъівъ
47,на
863 191,томь|жде
986,мѣстѣ
746,прішедъ
15,і
553,відѣвъ
15,і
1577,мімо
259,іде
2549 43 9,самарѣ|ні|н
41,же
1245,етеръ
1387,грѧдъі
15,і
338,пріде
4479,надь
104,нь
15,і
553,відѣвъ
15,і
2799 439 691,мл|ср|дова
15,і
3448,прістѫпль
4731,обѧза
2898 947,строу|пъі
102,его
143 2531 23,въз|ліва|ѧ
3086 15,олѣ|і
15,і
845,віно
1621 599,въса|ждъ
41,же
15,і
47,на
371,своі
468 38,ско|тъ
2202,пріведе
15,і
39,въ
4401 104 777,гості|нь|ніцѫ
15,і
1994 221,пріле|жа
286,емъ
15,і
47,на
37 464 16,оу|трі|а
1494,ішедъ
60 1987,вь|земъ
819,дъва
2015 107,пѣнѧ|за
307,дастъ
4401 9 2190,гості|н|нікоу
15,і
120,рече
119,емоу
1994 111,пріле|жі
286,емъ
15,і
234,еже
163,аште
78 15 1471 101 106,прі|і|жді|ве|ші
582,азь
246,егда
4933,възвраштѫ
57,сѧ
936 44,възда|мъ
58,ті
4099,кьто
180,оубо
74,отъ
171 8,тѣ|х
3068,тріі
2451,мьнітъ
58,ті
57,сѧ
404,бъіті
4214 220,іскрь|ніі
39 127 33 3595,въ|па|д|шоумоу
39,въ
1864 130,разбоіні|къі
274,онъ
41,же
120,рече
2901 15,сътворе|і
2799 169,мл|сть
131,сь
409,німъ
120,рече
41,же
119,емоу
258,ісъ
733,іді
15,і
183,тъі
165,творі
830,такожде
1576,въніде
98,іс
39,въ
101 22,ве|с
351 176,ете|рѫ
683,жена
41,же
3944,етера
3207,іменемъ
1905,марта
1308,пріѧтъ
15,і
39,въ
403,домъ
371,своі
1047,вьніде
98,іс
60,вь
101 22,ве|с
351 20,ете|р
15,і
75,се
444,еі
103,бѣ
3291,сестра
962 105 16,наріцае|ма|а
1005,маріѣ
407,ѣже
15,і
2027 106,сѣдъ|ші
78,прі
2079,ногоу
98 324,іс|воу
270 148,слъіша|аше
364,слово
102,его
15,і
1905,марта
1457 59 148,млъ|вѣ|аше
11,о
1427,мнозѣ
2752 103,слоужь|бѣ
118 4910,ста|вші
41,же
120,рече
222,гі
46,не
543 106,роді|ші
61,лі
86,ѣко
3291,сестра
460,моѣ
1758,едінѫ
142,мѧ
550,оставі
261 644,слоу|жіті
58,ті
1148,рьці
180,оубо
444,еі
55,да
89,мі
51 612,по|можетъ
255 17,отъвѣшта|в
258,ісъ
15,і
120,рече
444,еі
1331 1834,мар|ѳо
1331 1834,мар|ѳо
211 3954,пе|чеші
57,сѧ
15,і
1162 70 106,мль|ві|ші
11,о
1427,мнозѣ
431,едіно
41,же
140,естъ
47,на
1285 166,потрѣ|бѫ
1005,маріѣ
66,бо
187 2924,бла|гѫѭ
2304,чѧсть
1631,ізбъра
407,ѣже
46,не
74 461 31,отъ|іме|т
57,сѧ
74,отъ
2916,неѧ
292,кто
74,отъ
449,васъ
489,іматъ
926,дроуга
15,і
259 31,іде|т
260,кь
321,немоу
1354,полоу
1214,ношті
15,і
847,речетъ
119,емоу
4373,дроуже
39,въ
107 114,за|імъ
1604,даждъ
89,мі
464,трі
2056,хлѣбъі
259,іде
4266,дроугь
89,мі
338,пріде
131,сь
702,пѫті
260,кь
485,мнѣ
15,і
46,не
985,імамъ
234,еже
3636,положѫ
319,прѣдъ
409,німъ
15,і
38,тъ
2933,ізь
4071 2 181,ѫтрь|ѭ|доу
474,отъвѣштавъ
120 31,рече|т
46,не
165,творі
89,мі
598 55,троу|да
897,оуже
2393 85,двъ|рі
2834 108,затворе|нъі
331,сѫтъ
15,і
813,дѣті
994,моѧ
54,съ
1906,мъноѭ
47,на
342,ложі
331,сѫтъ
46,не
821,могѫ
368 58,въста|ті
15,і
645,даті
281,тебѣ
223,глѭ
207,вамъ
163,аште
15,і
46,не
55 42,да|ст
119,емоу
368 17,въста|в
1006,зане
4266,дроугь
102,его
140,естъ
68,нъ
107,за
510 11 153 272,без|о|чь|ство
102,его
1165,въставъ
307,дастъ
119,емоу
685,еліко
4904,трѣбоуетъ
15,і
582,азь
207,вамъ
223,глѭ
2134,просіте
15,і
307,дастъ
57,сѧ
207,вамъ
15 48 3585,і|шт|ѣте
15,і
3156,обрѧштете
2516 1566,тлъ|цѣте
15,і
2385 38,отвръзе|тъ
57,сѧ
207,вамъ
224 12,вьсѣ|к
66,бо
1519 15,просѧ|і
1732,пріемлетъ
15,і
2731 15,іштѧ|і
1883 217,обрѣта|етъ
15,і
2516 266 1848,тлъ|кѫ|штоумоу
1003 828 38,отвръ|зѫ|тъ
57,сѧ
2088 53 49,кото|ра|го
41,же
179,от
2403,вась
37,оу
539,оца
325,снъ
371,своі
394 4577,въс|просітъ
2052,хлѣба
613,еда
1309,камень
3699,подастъ
119,емоу
61,лі
4177,ръібъі
613,еда
39,въ
4177,ръібъі
592,мѣсто
1610 2,змі|ѭ
3699,подастъ
119,емоу
362,ілі
163,аште
4577,просітъ
16 15 175,а|і|ца
613,еда
3699,подастъ
119,емоу
468 20 4425,ско|р|піѭ
163,аште
180,оубо
138,въі
4158,зьлі
1790,сѫште
1779 351,оумѣ|ете
55 32 43,да|ѣ|ні
32,ѣ
1980 32,блага|ѣ
55 1826,да|ѣті
4908,чѧдомъ
3558,вашімъ
50 1626,ко|лмі
458,паче
1872,оцъ
1669,вашъ
1358 108,нбс|нъі
307,дастъ
647,дхъ
187 300,бла|гь
1519 496,просѧ|штіімъ
37,оу
426,него
271,бъістъ
41,же
246,егда
766,глааше
495,сіі
2026 300 106,въздві|гь|ші
3944,етера
683,жена
2827,глас
74,отъ
1482,народа
120,рече
119,емоу
455 69,блаже|но
4151,чрѣво
69 218 3446,но|шь|шее
229,тѧ
15,і
178 131 175,со|сь|ца
407,ѣже
