3802,<wb>кьнігъі
3070 97,<wb>отъда|стъ
3966,<wb>которъі
71,<wb>же
2080,<wb>ею
222,<wb>оубо
580,<wb>паче
1855 873,<wb>вьзлю|бітъ
135,<wb>его
579,<wb>отъвѣштавъ
71,<wb>же
1839,<wb>сімонъ
141,<wb>рече
62 461 324 3,<wb>не|пъ|штоу|ѭ
99,<wb>ѣко
991,<wb>емоуже
2899 278 11,<wb>мьно|жа|е
3070 97,<wb>отъда|стъ
366,<wb>онъ
71,<wb>же
141,<wb>рече
144,<wb>емоу
750,<wb>правь
1067 137,<wb>сѫді|лъ
313,<wb>есі
39,<wb>і
5630,<wb>обраштъ
70,<wb>сѧ
468,<wb>кь
2607,<wb>женѣ
3333,<wb>сімоноу
141,<wb>рече
1980,<wb>відіші
178,<wb>лі
1732,<wb>сіѭ
1433,<wb>женѫ
891 3245,<wb>въні|дохъ
56,<wb>въ
729,<wb>домъ
462,<wb>твоі
3004,<wb>водъ
68,<wb>на
1052,<wb>нозѣ
329,<wb>моі
62,<wb>не
520,<wb>дастъ
159,<wb>сі
71,<wb>же
3100,<wb>слъзамі
4190 185,<wb>омо|чі
1052,<wb>нозѣ
329,<wb>моі
39,<wb>і
3825,<wb>власъі
1060,<wb>своімі
221 101,<wb>от|ръ
874 280 230 297,<wb>ло|бь|за|ніѣ
195,<wb>мі
288,<wb>тъі
62,<wb>не
520,<wb>дастъ
159,<wb>сі
71,<wb>же
221,<wb>от
62 74,<wb>не|лі
891 113,<wb>въні|дъ
62,<wb>не
1925,<wb>прѣста
3973 533,<wb>облобъіза|ѭшті
1052,<wb>нозѣ
329,<wb>моі
4310 389,<wb>олѣ|емъ
1800,<wb>главъі
1239,<wb>моеѧ
62,<wb>не
2216,<wb>помаза
159,<wb>сі
71,<wb>же
2116 55,<wb>му|мъ
2216,<wb>помаза
1052,<wb>нозѣ
329,<wb>моі
135,<wb>его
71,<wb>же
368,<wb>раді
284,<wb>глѭ
323,<wb>ті
4225,<wb>отъпоуштаѭтъ
70,<wb>сѧ
561,<wb>еі
6028,<wb>мнозіі
2812,<wb>грѣсі
99,<wb>ѣко
2692,<wb>вьзлюбі
693,<wb>много
77,<wb>а
991,<wb>емоуже
7222,<wb>мьне
2818 4269,<wb>отпоу|штаетъ
70,<wb>сѧ
296 119 116 1422,<wb>ме|нь|ші|імі
2727,<wb>любітъ
141,<wb>рече
71,<wb>же
561,<wb>еі
2818 145 304,<wb>отпоу|шта|ѭтъ
70,<wb>сѧ
356,<wb>тебѣ
2812,<wb>грѣсі
462,<wb>твоі
39,<wb>і
2911,<wb>начѧшѧ
2960 718,<wb>възлежѧ|штеі
190,<wb>сь
730,<wb>німь
1375,<wb>глаті
56,<wb>въ
436,<wb>себѣ
523,<wb>кто
161,<wb>естъ
190,<wb>сь
99,<wb>ѣко
39,<wb>і
1806,<wb>грѣхъі
1949 255,<wb>отъпоушта|етъ
141,<wb>рече
71,<wb>же
468,<wb>кь
2607,<wb>женѣ
2798,<wb>вѣра
552,<wb>твоѣ
2903,<wb>спсе
374,<wb>тѧ
1030,<wb>іді
56,<wb>въ
688,<wb>міръ
820,<wb>ізіде
5210,<wb>сѣѧі
333 542,<wb>сѣ|атъ
3841,<wb>сѣмене
524,<wb>своего
39,<wb>і
317,<wb>егда
71,<wb>же
333 177,<wb>сѣ|аше
50,<wb>е
1777,<wb>ово
1812,<wb>паде
90,<wb>прі
895,<wb>пѫті
39,<wb>і
67 433 61 85,<wb>по|пь|ра|но
3442,<wb>бъість
39,<wb>і
4300,<wb>птіцѧ
1525 471,<wb>нбс|нъіѧ
3534 334 110,<wb>позо|ба|шѧ
50,<wb>е
77,<wb>а
3824,<wb>дроугое
1812,<wb>паде
68,<wb>на
3251,<wb>камені
39,<wb>і
3377 280,<wb>прозѧ|бь
2717 82,<wb>оусъ|ше
1070,<wb>зане
62,<wb>не
1865,<wb>імѣаше
458 253,<wb>вла|гъі
77,<wb>а
3824,<wb>дроугое
1812,<wb>паде
67,<wb>по
1549,<wb>срѣдѣ
5917,<wb>тръніѣ
39,<wb>і
6695,<wb>въздрасте
1026 200,<wb>тръ|ніе
39,<wb>і
1208 111,<wb>пода|ві
50,<wb>е
77,<wb>а
3824,<wb>дроугое
1812,<wb>паде
68,<wb>на
734,<wb>земі
932,<wb>добрѣ
39,<wb>і
3377 280,<wb>прозѧ|бь
2579,<wb>сьтворі
1243,<wb>плодъ
2989 2901,<wb>съто|ріцеѭ
2765,<wb>въпрашаахѫ
71,<wb>же
39,<wb>і
559,<wb>оученіці
135,<wb>его
1440,<wb>глште
394,<wb>что
161,<wb>естъ
4957 266,<wb>пріть|ча
159,<wb>сі
366,<wb>онъ
71,<wb>же
141,<wb>рече
210,<wb>імъ
2532,<wb>вам
2837,<wb>дано
161,<wb>естъ
5465,<wb>вѣдѣті
5754,<wb>таінъі
8017 17,<wb>црстві|а
1370,<wb>бжіѣ
77,<wb>а
6866,<wb>прочіімъ
56,<wb>въ
2272 9,<wb>прітъча|х
105,<wb>да
2620,<wb>відѧште
62,<wb>не
2034,<wb>відѧтъ
39,<wb>і
62,<wb>не
2828,<wb>разоумѣѭтъ
6269,<wb>срдцемъ
161,<wb>естъ
71,<wb>же
2272,<wb>прітъча
159,<wb>сі
2085,<wb>сѣмѧ
161,<wb>естъ
442,<wb>слово
1165,<wb>бжіе
77,<wb>а
295,<wb>еже
90,<wb>прі
895,<wb>пѫті
747,<wb>сіі
419,<wb>сѫтъ
1296 642,<wb>слъішѧ|штіі
442,<wb>слово
39,<wb>і
67,<wb>по
2318,<wb>томъ
786,<wb>прідетъ
7213 137,<wb>діаво|лъ
39,<wb>і
5703,<wb>възьметъ
442,<wb>слово
84,<wb>отъ
981 363,<wb>срд|ць
3114,<wb>іх
105,<wb>да
62,<wb>не
994,<wb>вѣръі
5185,<wb>емъше
2903 60,<wb>спсе|ні
969,<wb>бѫдѫтъ
77,<wb>а
295,<wb>еже
68,<wb>на
3251,<wb>камені
227,<wb>іже
317,<wb>егда
3868,<wb>слъішѧтъ
75,<wb>съ
2659,<wb>радостіѭ
947 5807,<wb>пріем|лѫтъ
442,<wb>слово
39,<wb>і
159,<wb>сі
4549,<wb>корене
62,<wb>не
1177,<wb>імѫтъ
227,<wb>іже
56,<wb>въ
783,<wb>врѣмѧ
827,<wb>вѣрѫ
5048 1842,<wb>ем|лѭтъ
39,<wb>і
56,<wb>въ
783,<wb>врѣмѧ
5144,<wb>напасті
47 3979 304,<wb>о|стѫпа|ѭтъ
77,<wb>а
2618 3754,<wb>падъ|шее
56,<wb>въ
1026 60,<wb>тръ|ні
747,<wb>сіі
419,<wb>сѫтъ
1296 642,<wb>слъішѧ|штіі
39,<wb>і
84,<wb>отъ
967 1203,<wb>печа|ліі
1969 793,<wb>богатъ|ства
39,<wb>і
6910,<wb>сласті
3939 1185,<wb>жітіі|скъіѧ
1553 91,<wb>ходѧ|ште
1208 597 304,<wb>пода|влѣ|ѭтъ
70,<wb>сѧ
39,<wb>і
62,<wb>не
156,<wb>до
7644,<wb>връха
1552,<wb>плода
1618,<wb>творѧтъ
77,<wb>а
227,<wb>іже
68,<wb>на
932,<wb>добрѣ
1100,<wb>землі
747,<wb>сіі
7344,<wb>сѫт
227,<wb>іже
640 55,<wb>добро|мъ
981 26 55,<wb>срд|ц|мъ
39,<wb>і
371 55,<wb>благо|мъ
4757,<wb>слъішѧште
442,<wb>слово
3434 32,<wb>дръжѧ|т
39,<wb>і
1243,<wb>плодъ
1618,<wb>творѧтъ
56,<wb>въ
3496 276,<wb>тръпѣ|ніі
159,<wb>сі
441,<wb>глѧ
2802,<wb>възгласі
2865,<wb>імѣѧі
1548,<wb>оуші
1997,<wb>слъішаті
105,<wb>да
2592,<wb>слъішітъ
696 115,<wb>нік|то
71,<wb>же
7051,<wb>свѣтільніка
6842 252,<wb>въже|гъ
2440 3098,<wb>покръі|ваетъ
39,<wb>і
40 623 868,<wb>с|сѫ|домъ
178,<wb>лі
826,<wb>подъ
47 900 55,<wb>о|дро|мъ
2340 255,<wb>полага|етъ
39,<wb>і
208,<wb>нъ
68,<wb>на
469 383 409,<wb>свѣ|шть|нікъ
6375 304,<wb>възлага|ѭтъ
105,<wb>да
2474 642,<wb>въходѧ|штіі
2034,<wb>відѧтъ
957,<wb>свѣтъ
748,<wb>ніктоже
7051,<wb>свѣтільніка
6842 28,<wb>въже|г
595,<wb>нѣстъ
112,<wb>бо
5227,<wb>таіно
295,<wb>еже
62,<wb>не
5487,<wb>авітъ
70,<wb>сѧ
122 42 6344 85,<wb>ні|оу|тае|но
295,<wb>еже
62,<wb>не
362,<wb>бѫдетъ
1010 85,<wb>позна|но
39,<wb>і
56,<wb>въ
78 3313,<wb>ѣ|вленіе
786,<wb>прідетъ
2869,<wb>блюдѣте
70,<wb>сѧ
222,<wb>оубо
376,<wb>како
2930,<wb>слъішіте
227,<wb>іже
112,<wb>бо
584,<wb>іматъ
520,<wb>дастъ
70,<wb>сѧ
144,<wb>емоу
77,<wb>а
227,<wb>іже
62,<wb>не
584,<wb>іматъ
39,<wb>і
295,<wb>еже
3030,<wb>мьнітъ
70,<wb>сѧ
1492,<wb>імъі
39,<wb>і
176,<wb>то
2698 115,<wb>възѧ|то
362,<wb>бѫдетъ
84,<wb>отъ
513,<wb>него
955,<wb>прідѫ
71,<wb>же
468,<wb>кь
398,<wb>немоу
1474,<wb>маті
39,<wb>і
3241,<wb>братіѣ
135,<wb>его
39,<wb>і
62,<wb>не
5145,<wb>можаахѫ
1235 3208,<wb>бесѣ|доваті
1961,<wb>народомъ
39,<wb>і
4018,<wb>възвѣстішѧ
144,<wb>емоу
1440,<wb>глште
3196,<wb>мті
552,<wb>твоѣ
39,<wb>і
3241,<wb>братіѣ
552,<wb>твоѣ
6524,<wb>вънѣ
577 194,<wb>сто|ѧтъ
1078,<wb>відѣті
374,<wb>тѧ
2946,<wb>хотѧште
366,<wb>онъ
71,<wb>же
579,<wb>отъвѣштавъ
141,<wb>рече
3381,<wb>ім
3196,<wb>мті
556,<wb>моѣ
39,<wb>і
3303,<wb>брат
556,<wb>моѣ
747,<wb>сіі
419,<wb>сѫтъ
1296 642,<wb>слъішѧ|штіі
442,<wb>слово
1165,<wb>бжіе
39,<wb>і
3938 166,<wb>хранѧ|шті
50,<wb>е
39,<wb>і
3938 642,<wb>хранѧ|штіі
50,<wb>е
56 2544,<wb>въ|лѣзе
331,<wb>ісъ
56,<wb>въ
7313,<wb>корабъ
39,<wb>і
559,<wb>оученіці
135,<wb>его
39,<wb>і
141,<wb>рече
468,<wb>кь
528,<wb>німъ
1168 3430,<wb>прѣі|дѣмъ
68,<wb>на
366,<wb>онъ
1736,<wb>полъ
3300 96,<wb>езе|рѣ
39,<wb>і
1168 175,<wb>прѣі|дѫ
674 824,<wb>ідѫ|штемъ
71,<wb>же
210,<wb>імъ
4461,<wb>оусьпе
39,<wb>і
6168,<wb>сьніде
710 96,<wb>боу|рѣ
3125 102,<wb>вѣтръ|на
56,<wb>въ
3300 117,<wb>езе|ро
39,<wb>і
1716 4618 2587,<wb>іско|нча|ваахѫ
70,<wb>сѧ
39,<wb>і
81 7405,<wb>вь|лаахѫ
70,<wb>сѧ
3767 82,<wb>прістѫпль|ше
71,<wb>же
4563 1656,<wb>възбоу|дішѧ
39,<wb>і
1440,<wb>глште
5872,<wb>наставьніче
1083 1244 55,<wb>погъі|бле|мъ
366,<wb>онъ
71,<wb>же
1343,<wb>въставъ
1600,<wb>запрѣті
6607,<wb>вѣтроу
39,<wb>і
1651 126 690,<wb>влъ|не|нію
3004 2151,<wb>водъ|ноумоу
39,<wb>і
73 2925,<wb>оу|леже
39,<wb>і
798,<wb>бъіс
7905 102,<wb>тіші|на
39,<wb>і
141,<wb>рече
210,<wb>імъ
4118,<wb>кьде
161,<wb>естъ
2798,<wb>вѣра
1615,<wb>ваша
7594,<wb>оубоѣвъше
71,<wb>же
70,<wb>сѧ
5682,<wb>чоудішѧ
70,<wb>сѧ
1440,<wb>глште
468,<wb>кь
436,<wb>себѣ
4440,<wb>кьто
222,<wb>оубо
190,<wb>сь
161,<wb>естъ
99,<wb>ѣко
5645 14,<wb>вѣтро|м
3983,<wb>велітъ
39,<wb>і
2489,<wb>водѣ
39,<wb>і
4197,<wb>послоушаѭтъ
135,<wb>его
39 82 188 358,<wb>і|ше|дь|шоу
1073,<wb>ісоу
68,<wb>на
1403,<wb>землѭ
480 86 95 10 1339,<wb>га|да|рі|н|скѫ
4286,<wb>сьрѣте
39,<wb>і
1186,<wb>мѫжь
1432,<wb>етеръ
84,<wb>отъ
926,<wb>града
227,<wb>іже
1865,<wb>імѣаше
992,<wb>бѣсъ
84,<wb>отъ
246 28,<wb>мно|г
1742,<wb>лѣтъ
39,<wb>і
56,<wb>въ
3405,<wb>різѫ
62,<wb>не
832 1690,<wb>обла|чааше
70,<wb>сѧ
39,<wb>і
56,<wb>въ
7850,<wb>храмѣ
62,<wb>не
4276,<wb>жівѣаше
208,<wb>нъ
56,<wb>въ
5462,<wb>гробѣхъ
5089,<wb>оузьрѣвъ
71,<wb>же
566,<wb>іса
39,<wb>і
4784 92,<wb>възьпі|въ
4258,<wb>пріпаде
150,<wb>къ
398,<wb>немоу
39,<wb>і
3452 55,<wb>глас|мъ
6092,<wb>веліемъ
141,<wb>рече
526,<wb>чьто
161,<wb>естъ
437,<wb>мьнѣ
39,<wb>і
356,<wb>тебѣ
3957,<wb>ісе
3631,<wb>сне
422,<wb>ба
5198,<wb>жівааго
3166 52,<wb>молѭ|ті
70,<wb>сѧ
62,<wb>не
1267,<wb>мѫчі
364,<wb>мене
5043,<wb>прѣштааше
112,<wb>бо
2189 111,<wb>дх|ві
1411 7970,<wb>нечі|стоумоу
3977,<wb>ізіті
84,<wb>отъ
2316,<wb>члка
823,<wb>многъі
112,<wb>бо
486 289,<wb>лѣ|тъі
67 719 6843,<wb>по|хъі|тааше
39,<wb>і
39,<wb>і
2478 3903,<wb>вѧ|заахѫ
39,<wb>і
3601,<wb>ѫжі
6014 312 2154,<wb>желѣ|зь|нъіімі
39,<wb>і
502 289,<wb>пѫ|тъі
3457 91,<wb>стрѣгѫ|ште
39,<wb>і
39,<wb>і
4261 212 24,<wb>растръ|га|ѧ
2890,<wb>ѫзъі
223 4336,<wb>го|німъ
4228,<wb>бъівааше
3558,<wb>бѣсомъ
5212,<wb>скозѣ
4557,<wb>поустъінѭ
1136,<wb>въпросі
71,<wb>же
39,<wb>і
331,<wb>ісъ
441,<wb>глѧ
3353,<wb>ако
323,<wb>ті
466,<wb>імѧ
161,<wb>естъ
366,<wb>онъ
71,<wb>же
141,<wb>рече
7055,<wb>легеонъ
99,<wb>ѣко
3105,<wb>бѣсі
899,<wb>мнозі
4126,<wb>вънідѫ
56,<wb>въ
484,<wb>нь
39,<wb>і
4092,<wb>молішѧ
39,<wb>і
105,<wb>да
62,<wb>не
413 910,<wb>пове|літъ
210,<wb>імъ
56,<wb>въ
5186 179,<wb>бездъ|нѫ
1344,<wb>іті
165,<wb>бѣ
71,<wb>же
390,<wb>тоу
2883,<wb>стадо
6315,<wb>свініі
693,<wb>много
7904,<wb>пасомо
56,<wb>въ
2077,<wb>горѣ
39,<wb>і
51 2427,<wb>м|лішѧ
39,<wb>і
105,<wb>да
413 910,<wb>пове|літъ
210,<wb>імъ
38 46,<wb>|ъі
2756,<wb>въніті
39,<wb>і
449,<wb>повелѣ
39,<wb>і
39,<wb>і
4607,<wb>ішедъше
3105,<wb>бѣсі
221,<wb>от
2316,<wb>члка
4126,<wb>вънідѫ
56,<wb>въ
5238,<wb>свініѧ
39,<wb>і
5542,<wb>оустръмі
70,<wb>сѧ
2883,<wb>стадо
67,<wb>по
7254,<wb>брѣгоу
56,<wb>въ
3300 117,<wb>езе|ро
39,<wb>і
2076 498,<wb>істо|пе
1137,<wb>відѣвъше
71,<wb>же
5986 642,<wb>пасѫ|штіі
3885,<wb>бъівъшее
4273,<wb>бѣжашѧ
39,<wb>і
4018,<wb>възвѣстішѧ
56,<wb>въ
1565,<wb>градѣ
39,<wb>і
960 3531,<wb>въсе|лѣхъ
39,<wb>і
2820,<wb>ізідѫ
2998,<wb>відѣтъ
3970,<wb>бъівъшааго
39,<wb>і
955,<wb>прідѫ
468,<wb>кь
1449,<wb>ісві
39,<wb>і
2825,<wb>обрѣтѫ
2316,<wb>члка
3599,<wb>сѣдѧшта
168,<wb>із
513,<wb>него
71,<wb>же
3105,<wb>бѣсі
2820,<wb>ізідѫ
6704 4058,<wb>облъ|чена
39,<wb>і
3822 4626,<wb>съмъіс|лѧшта
90,<wb>прі
2362,<wb>ногоу
7050,<wb>ісвоу
39,<wb>і
3253,<wb>оубоѣшѧ
70,<wb>сѧ
1895,<wb>молѣаше
71,<wb>же
70,<wb>сѧ
144,<wb>емоу
1186,<wb>мѫжь
168,<wb>із
3068,<wb>негоже
3105,<wb>бѣсі
2820,<wb>ізідѫ
105,<wb>да
453,<wb>бі
190,<wb>сь
528,<wb>німъ
2064,<wb>бъілъ
5998,<wb>отпоусті
71,<wb>же
39,<wb>і
331,<wb>ісъ
441,<wb>глѧ
1049,<wb>възвраті
70,<wb>сѧ
56,<wb>въ
156 14,<wb>до|м
462,<wb>твоі
39,<wb>і
1721 16,<wb>повѣда|і
808,<wb>еліко
323,<wb>ті
261,<wb>сътворі
443,<wb>бъ
39,<wb>і
452,<wb>іде
67,<wb>по
960 88,<wb>въсе|моу
4364,<wb>градоу
1721 24,<wb>повѣда|ѧ
808,<wb>еліко
261,<wb>сътворі
144,<wb>емоу
331,<wb>ісъ
985,<wb>чкъ
1432,<wb>етеръ
416,<wb>пріде
468,<wb>кь
1449,<wb>ісві
3473,<wb>іменемъ
5593 101,<wb>аі|ръ
39,<wb>і
157,<wb>тъ
7825,<wb>кьнѧзь
4083 324,<wb>сьньмі|штоу
165,<wb>бѣ
39,<wb>і
2618,<wb>падъ
90,<wb>прі
2362,<wb>ногоу
7050,<wb>ісвоу
1895,<wb>молѣаше
39,<wb>і
56,<wb>въ
729,<wb>домъ
424,<wb>своі
2756,<wb>въніті
99,<wb>ѣко
5667,<wb>дьшті
814 380 86,<wb>едіно|чѧ|да
144,<wb>емоу
165,<wb>бѣ
99,<wb>ѣко
271 2731,<wb>дь|вою
68,<wb>на
811,<wb>десѧте
3454,<wb>лѣтоу
39,<wb>і
373,<wb>та
3185 177,<wb>оуміра|аше
317,<wb>егда
71,<wb>же
1619,<wb>ідѣаше
5482,<wb>ісь
1362,<wb>народі
6604 3167,<wb>оугнѣ|таахѫ
39,<wb>і
39,<wb>і
121,<wb>се
847,<wb>жена
2723,<wb>сѫшті
56,<wb>въ
176 4706,<wb>то|ченіі
2596,<wb>кръве
84,<wb>отъ
4112,<wb>двою
68,<wb>на
811,<wb>десѧте
3454,<wb>лѣтоу
494,<wb>ѣже
460 2821,<wb>вра|чемъ
2051 33 180 116,<wb>ізда|ѣ|вь|ші
960,<wb>въсе
3194,<wb>імѣніе
357,<wb>свое
39,<wb>і
122,<wb>ні
221,<wb>от
940,<wb>едіного
71,<wb>же
507,<wb>може
2572 52,<wb>іцѣлѣ|ті
1606 116,<wb>прістѫпь|ші
71,<wb>же
75,<wb>съ
5900,<wb>заді
3000,<wb>коснѫ
70,<wb>сѧ
321 1837 1203,<wb>въс|крі|ліі
1290,<wb>різъі
135,<wb>его
39,<wb>і
600,<wb>абіе
305,<wb>ста
6059,<wb>теченіе
2596,<wb>кръве
908,<wb>еѧ
39,<wb>і
141,<wb>рече
331,<wb>ісъ
523,<wb>кто
2185,<wb>прікоснѫ
70,<wb>сѧ
588,<wb>мнѣ
3708 1755,<wb>отъмѣта|ѭштемъ
71,<wb>же
70,<wb>сѧ
5426,<wb>въсѣмъ
141,<wb>рече
818,<wb>петръ
39,<wb>і
227,<wb>іже
812,<wb>бѣахѫ
190,<wb>сь
528,<wb>німъ
2227 92 2017,<wb>наста|въ|ніче
1362,<wb>народі
73 52 384 304,<wb>оу|ті|ска|ѭтъ
374,<wb>тѧ
39,<wb>і
2033 3260,<wb>гне|тѫтъ
39,<wb>і
1594,<wb>глеші
523,<wb>кто
161,<wb>естъ
2185 219,<wb>прікоснѫ|въі
70,<wb>сѧ
588,<wb>мнѣ
331,<wb>ісъ
71,<wb>же
141,<wb>рече
2185,<wb>прікоснѫ
70,<wb>сѧ
588,<wb>мнѣ
327,<wb>нѣ
523,<wb>кто
695,<wb>азь
112,<wb>бо
551 76,<wb>чоу|хъ
1518,<wb>сілѫ
39 82 34 434,<wb>і|ше|д|шѫ
168,<wb>із
364,<wb>мене
39,<wb>і
4409,<wb>відѣвъші
71,<wb>же
68,<wb>на
99,<wb>ѣко
62,<wb>не
4070 281,<wb>оутаі|сѧ
5915 166,<wb>трепештѫ|шті
4258,<wb>пріпаде
39,<wb>і
2618 116,<wb>падъ|ші
1669,<wb>прѣдь
528,<wb>німъ
171,<wb>за
4205,<wb>нѭже
5475,<wb>вінѫ
2185,<wb>прікоснѫ
70,<wb>сѧ
2648,<wb>емъ
1721,<wb>повѣда
396,<wb>прѣдъ
56,<wb>въ
333 123,<wb>сѣ|мі
5123,<wb>людьмі
39,<wb>і
99,<wb>ѣко
2572,<wb>іцѣлѣ
600,<wb>абіе
331,<wb>ісъ
71,<wb>же
141,<wb>рече
561,<wb>еі
6314,<wb>дръзаі
5667,<wb>дьшті
2798,<wb>вѣра
552,<wb>твоѣ
2903,<wb>спсе
374,<wb>тѧ
1030,<wb>іді
56,<wb>въ
688,<wb>міръ
836,<wb>еште
71,<wb>же
144,<wb>емоу
189 324,<wb>гл|штоу
416,<wb>пріде
1432,<wb>етеръ
221,<wb>от
2824 1575 212,<wb>су|наго|га
441,<wb>глѧ
144,<wb>емоу
99,<wb>ѣко
1428 1557,<wb>оумъ|рѣтъ
5667,<wb>дьшті
552,<wb>твоѣ
62,<wb>не
2109 124,<wb>дві|жі
2971,<wb>оучітелѣ
331,<wb>ісъ
71,<wb>же
990,<wb>слъішавъ
328,<wb>отъвѣшта
144,<wb>емоу
441,<wb>глѧ
62,<wb>не
2496,<wb>боі
70,<wb>сѧ
4615,<wb>тъкьмо
4652,<wb>вѣроуі
39,<wb>і
2903 102,<wb>спсе|на
362,<wb>бѫдетъ
7380,<wb>прішед
71,<wb>же
56,<wb>въ
729,<wb>домъ
39,<wb>і
62,<wb>не
105,<wb>да
1769,<wb>нікомоуже
2756,<wb>въніті
75,<wb>съ
1391,<wb>собоѭ
4615,<wb>тъкьмо
5274,<wb>петроу
39,<wb>і
2473 274,<wb>іоан|ноу
39,<wb>і
3234 403,<wb>іако|воу
39,<wb>і
1813,<wb>оцоу
3197 532,<wb>отрокові|цѧ
39,<wb>і
7375,<wb>мтрі
5610 216,<wb>ръіда|ахѫ
71,<wb>же
481,<wb>вьсі
39,<wb>і
6718,<wb>плакаахѫ
70,<wb>сѧ
908,<wb>еѧ
366,<wb>онъ
71,<wb>же
141,<wb>рече
62,<wb>не
6013 54,<wb>плачі|те
70,<wb>сѧ
595,<wb>нѣстъ
3491 66,<wb>оумръ|ла
3344,<wb>дѣвіца
208,<wb>нъ
190 2292,<wb>сь|пітъ
39,<wb>і
4466,<wb>рѫгаахѫ
70,<wb>сѧ
144,<wb>емоу
4575,<wb>вѣдѫште
99,<wb>ѣко
3490,<wb>оумьрѣтъ
366,<wb>онъ
71,<wb>же
4427 92,<wb>ізгьна|въ
618,<wb>вьсѧ
39,<wb>і
210,<wb>імъ
171,<wb>за
1085,<wb>рѫкѫ
2802,<wb>възгласі
483,<wb>ѭ
441,<wb>глѧ
3197 292,<wb>отрокові|це
2242,<wb>въстані
39,<wb>і
1049,<wb>възвраті
70,<wb>сѧ
768,<wb>дхъ
908,<wb>еѧ
39,<wb>і
7940 199,<wb>въскр|се
600,<wb>абіе
39,<wb>і
449,<wb>повелѣ
1288,<wb>даті
561,<wb>еі
1324,<wb>ѣсті
39,<wb>і
1229 263 242,<wb>оужа|со|сте
70,<wb>сѧ
2662,<wb>родітелѣ
908,<wb>еѧ
366,<wb>онъ
71,<wb>же
1600,<wb>запрѣті
268,<wb>іма
1769,<wb>нікомоуже
758 1393,<wb>повѣ|даті
3970,<wb>бъівъшааго
39,<wb>і
190 312 906,<wb>сь|зь|вавъ
740,<wb>оба
68,<wb>на
811,<wb>десѧте
2333,<wb>оученіка
1596,<wb>своѣ
520,<wb>дастъ
210,<wb>імъ
1518,<wb>сілѫ
39,<wb>і
1517,<wb>власть
68,<wb>на
2069,<wb>всѣхъ
165 3154,<wb>бѣ|сѣхъ
39,<wb>і
4199,<wb>недѫгъі
4068,<wb>цѣліті
5330 906,<wb>прізь|вавъ
331,<wb>ісъ
740,<wb>оба
68,<wb>на
811,<wb>десѧте
2333,<wb>оученіка
1596,<wb>своѣ
520,<wb>дастъ
210,<wb>імъ
1518,<wb>сілѫ
39,<wb>і
1517,<wb>власть
68,<wb>на
264 9,<wb>вьсѣ|х
165 3154,<wb>бѣ|сѣхъ
39,<wb>і
62,<wb>не
3646 253,<wb>дѫ|гъі
4068,<wb>цѣліті
39,<wb>і
456,<wb>посъла
225,<wb>ѧ
4154,<wb>проповѣдаті
3366,<wb>црствіе
1165,<wb>бжіе
39,<wb>і
4068,<wb>цѣліті
5232,<wb>болѧштѧѧ
39,<wb>і
3319,<wb>посьла
225,<wb>ѧ
4154,<wb>проповѣдаті
2660,<wb>црство
1165,<wb>бжіе
39,<wb>і
370 302 672,<wb>цѣ|лѧ|штѧѧ
39,<wb>і
141,<wb>рече
468,<wb>кь
528,<wb>німъ
4148,<wb>нічьтоже
62,<wb>не
4968,<wb>вьзьмѣте
68,<wb>на
502 32,<wb>пѫ|т
122,<wb>ні
1242 7894,<wb>жь|зла
122,<wb>ні
303 339,<wb>пі|ръі
122,<wb>ні
2282,<wb>хлѣба
122,<wb>ні
190 5035,<wb>сь|ребра
122,<wb>ні
271 2731,<wb>дь|вою
607 1145,<wb>рі|зоу
414 410,<wb>імѣ|іте
39,<wb>і
56,<wb>въ
1602,<wb>ньже
729,<wb>домъ
6970,<wb>вънідете
390,<wb>тоу
7346,<wb>прѣбъіваіте
39,<wb>і
84,<wb>отъ
1311 270,<wb>тѫ|доу
1248 440,<wb>ісхо|діте
39,<wb>і
808,<wb>еліко
62,<wb>не
4316,<wb>пріімѫтъ
544,<wb>васъ
4976,<wb>ісходѧште
84,<wb>отъ
926,<wb>града
485,<wb>того
4636,<wb>прахъ
84,<wb>отъ
298 1055,<wb>но|гь
1739,<wb>вашіхъ
39 69 265 2900,<wb>і|ст|рѧ|сѣте
56,<wb>въ
5893,<wb>съвѣдѣніе
68,<wb>на
1562,<wb>нѧ
4976,<wb>ісходѧште
71,<wb>же
164 196 2046,<wb>про|хо|ждаахѫ
5212,<wb>скозѣ
481,<wb>вьсі
371 258 393,<wb>благо|вѣшта|ѭште
39,<wb>і
370 3205,<wb>цѣ|лѧште
56,<wb>въ
6015,<wb>сѫдѣ
227,<wb>іже
547 32,<wb>хоште|т
67,<wb>по
2231,<wb>мънѣ
1344,<wb>іті
105,<wb>да
5457,<wb>отъвръжетъ
70,<wb>сѧ
995,<wb>себе
39,<wb>і
105,<wb>да
5703,<wb>възьметъ
4702,<wb>крстъ
424,<wb>своі
67,<wb>по
618,<wb>вьсѧ
752,<wb>дьні
39,<wb>і
3991,<wb>ходітъ
67,<wb>по
437,<wb>мьнѣ
227,<wb>іже
112,<wb>бо
201,<wb>аште
1462,<wb>хоштетъ
5197,<wb>спсті
911,<wb>дшѫ
651,<wb>своѭ
1579,<wb>погоубітъ
483,<wb>ѭ
77,<wb>а
227,<wb>іже
1579,<wb>погоубітъ
911,<wb>дшѫ
651,<wb>своѭ
364,<wb>мене
368,<wb>раді
